geo_code,,Secondary (high) school diploma or equivalency certificate,"College, CEGEP or other non-university certificate or diploma",University certificate or diploma below bachelor level,Bachelor's degree,"Degree in medicine, dentistry, veterinary medicine or optometry",Master's degree,Earned doctorate
35250736,female,70,75,0,30,0,10,0
35250736,male,85,55,10,10,0,0,0
35250737,female,70,60,0,40,0,10,0
35250737,male,50,15,10,20,0,0,0
35250738,female,70,50,0,35,0,15,0
35250738,male,65,35,0,10,0,25,0
35250739,female,85,70,10,10,0,0,0
35250739,male,70,45,0,20,0,0,0
35250740,female,100,60,10,25,0,0,0
35250740,male,95,75,0,15,0,0,0
35250741,female,75,65,0,20,0,0,0
35250741,male,80,50,10,25,0,10,0
35250742,female,85,60,10,15,0,10,0
35250742,male,70,50,10,25,0,0,0
35250743,female,60,50,10,15,0,10,0
35250743,male,65,55,0,15,0,0,0
35250744,female,95,100,0,45,0,0,0
35250744,male,135,50,0,10,0,0,0
35250745,female,40,60,0,20,0,0,0
35250745,male,40,50,10,10,0,0,0
35250746,female,55,50,0,15,0,0,0
35250746,male,45,30,0,0,0,0,0
35250747,female,65,45,0,0,0,10,0
35250747,male,75,25,0,0,0,0,0
35250748,female,60,40,10,0,0,0,0
35250748,male,65,40,0,0,0,0,0
35250749,female,50,55,10,15,0,0,0
35250749,male,95,25,0,10,0,0,0
35250750,female,70,55,0,10,0,0,0
35250750,male,70,35,10,0,0,0,0
35250753,female,100,25,0,20,0,0,0
35250753,male,65,30,0,15,0,0,0
35250754,female,40,55,0,0,0,0,0
35250754,male,40,50,0,15,0,0,0
35250755,female,60,35,0,10,0,0,0
35250755,male,80,35,0,10,0,0,0
35250756,female,110,55,0,0,0,0,0
35250756,male,95,55,0,0,0,0,0
35250757,female,50,50,0,15,0,0,0
35250757,male,70,25,0,10,0,0,0
35250758,female,55,55,10,0,0,0,0
35250758,male,40,35,0,0,0,0,0
35250759,female,55,40,10,10,0,0,0
35250759,male,45,25,0,10,0,0,0
35250760,female,60,60,10,10,0,0,0
35250760,male,70,25,0,0,0,0,0
35250761,female,60,65,0,10,0,0,0
35250761,male,90,30,0,0,0,0,0
35250762,female,95,40,0,10,0,0,0
35250762,male,90,20,10,0,0,0,0
35250763,female,125,40,10,10,0,0,0
35250763,male,125,30,10,0,0,0,0
35250764,female,80,55,0,20,0,0,0
35250764,male,45,20,0,10,0,0,0
35250765,female,80,40,0,10,0,0,0
35250765,male,90,25,0,0,0,0,0
35250766,female,70,60,0,10,0,0,0
35250766,male,65,35,0,0,0,0,0
35250767,female,50,30,0,0,0,0,0
35250767,male,40,40,0,10,0,0,0
35250768,female,45,45,0,15,0,0,0
35250768,male,65,30,0,10,0,0,0
35250769,female,85,35,0,10,0,0,0
35250769,male,60,35,10,0,0,10,0
35250770,female,55,70,0,0,0,0,0
35250770,male,70,25,0,10,0,0,0
35250771,female,80,60,0,10,0,0,0
35250771,male,100,45,0,0,0,0,0
35250772,female,45,45,0,0,0,0,0
35250772,male,80,25,0,10,0,0,0
35250773,female,105,45,0,10,0,0,0
35250773,male,55,30,0,10,0,0,0
35250774,female,55,40,0,10,0,10,0
35250774,male,55,15,0,0,0,0,0
35250775,female,20,55,0,0,0,0,0
35250775,male,95,15,10,0,0,10,0
35250776,female,35,40,0,10,0,0,0
35250776,male,30,35,0,0,0,0,0
35250777,female,50,55,0,25,0,0,0
35250777,male,50,35,10,0,0,10,0
35250778,female,60,60,0,10,0,0,0
35250778,male,40,20,0,10,0,0,0
35250779,female,50,25,0,15,0,0,0
35250779,male,65,10,0,0,10,0,0
35250780,female,50,50,0,15,0,0,0
35250780,male,70,25,0,0,0,0,0
35250781,female,70,45,10,10,0,0,0
35250781,male,75,40,10,0,0,10,0
35250782,female,30,55,0,10,0,10,0
35250782,male,35,45,0,0,0,0,0
35250783,female,90,55,0,10,0,10,0
35250783,male,75,20,0,10,0,0,0
35250784,female,90,40,10,20,0,0,0
35250784,male,60,30,10,10,0,0,0
35250785,female,80,85,0,20,0,10,0
35250785,male,85,25,0,15,0,0,0
35250786,female,60,60,10,25,0,0,0
35250786,male,80,25,0,0,0,0,0
35250787,female,70,110,10,50,0,0,0
35250787,male,105,50,10,35,0,0,0
35250788,female,75,60,0,25,0,10,10
35250788,male,65,45,20,15,0,10,0
35250789,female,75,70,0,35,10,10,0
35250789,male,50,35,10,25,0,10,0
35250790,female,85,70,0,35,0,0,0
35250790,male,90,30,0,35,0,15,0
35250791,female,45,60,0,40,10,0,0
35250791,male,70,25,0,25,0,10,0
35250792,female,75,50,0,25,0,10,0
35250792,male,60,75,0,10,0,10,0
35250793,female,70,40,0,25,0,0,0
35250793,male,75,25,0,10,0,10,0
35250798,female,30,10,0,10,0,0,0
35250798,male,45,20,0,10,0,0,0
35250799,female,60,40,0,15,0,10,0
35250799,male,40,15,10,15,0,0,0
35250800,female,50,60,0,15,0,0,0
35250800,male,80,25,0,10,0,0,0
35250801,female,70,135,15,80,0,35,10
35250801,male,105,70,10,50,0,20,0
35250802,female,25,35,0,50,0,20,0
35250802,male,55,30,0,25,0,15,0
35250803,female,50,35,0,35,0,10,0
35250803,male,50,40,10,25,0,0,0
35250804,female,285,255,20,165,10,90,0
35250804,male,275,180,25,145,25,55,10
35250805,female,95,140,20,90,0,15,0
35250805,male,140,110,20,55,10,15,0
35250806,female,35,55,10,25,10,15,0
35250806,male,80,50,0,20,0,0,0
35250807,female,110,80,20,80,0,20,0
35250807,male,155,75,10,45,0,10,0
35250810,female,130,85,0,60,0,0,0
35250810,male,115,65,10,25,0,25,10
35250812,female,55,40,10,15,0,0,0
35250812,male,45,60,0,20,0,10,0
35250813,female,60,95,10,25,0,10,0
35250813,male,60,75,0,25,0,0,10
35250814,female,50,85,0,25,0,0,0
35250814,male,55,60,0,15,0,0,0
35250815,female,205,165,15,115,0,15,0
35250815,male,185,140,15,60,10,0,0
35250826,female,25,95,10,110,10,50,10
35250826,male,55,45,0,100,10,20,25
35250827,female,40,55,0,15,10,10,0
35250827,male,50,30,0,20,0,0,10
35250828,female,20,15,0,30,10,15,10
35250828,male,35,15,0,35,0,10,0
35250829,female,55,55,10,30,10,20,0
35250829,male,70,55,10,15,0,10,10
35250830,female,80,60,10,15,0,25,10
35250830,male,60,25,10,25,0,10,10
35250831,female,170,150,35,80,10,10,10
35250831,male,110,65,10,50,0,45,10
35250832,female,55,45,0,15,0,0,0
35250832,male,20,20,0,15,0,10,0
35250833,female,35,45,0,30,0,20,0
35250833,male,40,25,0,25,0,10,15
35250834,female,45,35,10,60,0,10,10
35250834,male,40,35,0,20,10,0,10
35250835,female,40,50,0,25,0,25,0
35250835,male,40,45,0,25,0,10,10
35250836,female,90,20,0,35,0,20,0
35250836,male,40,40,10,30,0,10,0
35250843,female,140,145,10,75,0,15,10
35250843,male,115,80,10,50,15,20,10
35250845,female,230,135,10,20,10,0,0
35250845,male,250,100,15,35,0,0,0
35250846,female,185,80,10,10,0,0,0
35250846,male,105,60,15,0,0,0,0
35250847,female,100,40,0,10,0,10,0
35250847,male,120,55,0,20,0,0,0
35250848,female,75,50,15,105,10,65,15
35250848,male,60,65,0,90,10,65,15
35250849,female,110,140,10,70,0,10,0
35250849,male,115,125,30,75,0,20,0
35250850,female,130,150,0,60,0,0,0
35250850,male,130,100,0,45,0,10,0
35250851,female,335,165,15,95,15,25,10
35250851,male,300,120,15,70,10,50,0
35250852,female,285,205,35,85,10,10,0
35250852,male,290,100,10,70,10,25,0
35250853,female,85,60,0,40,0,20,15
35250853,male,125,50,0,40,0,10,10
35250854,female,135,95,10,95,0,30,0
35250854,male,160,85,15,95,0,30,0
35250855,female,85,50,0,140,20,50,15
35250855,male,115,50,15,100,10,70,30
35250857,female,85,70,0,25,0,0,0
35250857,male,105,45,0,20,0,10,0
35250859,female,120,75,0,45,0,10,0
35250859,male,70,50,0,25,0,15,0
35250860,female,225,210,15,135,10,15,10
35250860,male,250,135,10,125,0,25,15
35250861,female,65,65,0,45,0,0,0
35250861,male,65,50,0,40,10,0,0
35250862,female,70,55,10,55,0,20,0
35250862,male,65,35,0,35,10,15,10
35250863,female,65,25,0,20,0,0,0
35250863,male,50,35,0,20,0,10,0
35250864,female,75,35,15,20,0,10,0
35250864,male,90,40,0,20,0,10,0
35250865,female,65,40,0,45,0,15,0
35250865,male,65,60,15,20,10,0,0
35250866,female,70,80,0,0,0,10,0
35250866,male,105,55,0,35,0,10,0
35250867,female,65,65,10,45,0,0,0
35250867,male,70,45,10,30,10,10,0
35250868,female,55,35,0,15,10,15,0
35250868,male,25,25,0,15,10,10,0
35250869,female,65,45,0,50,0,0,0
35250869,male,50,35,0,50,0,10,0
35250870,female,75,90,10,70,10,10,0
35250870,male,100,50,25,35,10,25,0
35250871,female,70,70,10,35,10,0,10
35250871,male,50,45,10,30,10,15,0
35250872,female,100,65,10,70,0,25,0
35250872,male,75,45,10,75,0,40,0
35250873,female,95,60,15,50,0,10,0
35250873,male,85,50,10,50,0,10,0
35250874,female,95,50,15,55,0,0,0
35250874,male,80,70,10,45,0,10,0
35250875,female,80,105,0,40,0,15,0
35250875,male,95,65,10,55,0,10,0
35250876,female,35,50,0,25,15,10,10
35250876,male,50,35,0,15,10,10,0
35250877,female,70,55,0,35,0,0,10
35250877,male,40,40,0,45,0,10,0
35250878,female,60,60,10,30,0,10,0
35250878,male,45,75,0,25,0,15,10
35250879,female,95,60,10,50,0,15,0
35250879,male,85,50,0,35,0,10,0
35250880,female,90,85,0,20,0,0,0
35250880,male,55,35,0,35,0,10,0
35250881,female,60,105,10,35,10,0,0
35250881,male,75,40,10,15,0,10,0
35250882,female,120,85,10,60,0,15,0
35250882,male,100,90,0,50,0,10,0
35250883,female,70,45,0,80,0,20,0
35250883,male,40,55,10,40,0,10,0
35250884,female,50,65,0,70,0,15,0
35250884,male,65,45,10,65,10,0,0
35250885,female,65,55,0,50,0,15,0
35250885,male,55,40,0,45,0,25,0
35250886,female,45,60,10,60,0,20,0
35250886,male,90,60,0,40,0,10,0
35250887,female,75,65,0,85,10,0,0
35250887,male,50,50,10,50,0,20,0
35250888,female,70,65,0,45,10,10,0
35250888,male,65,45,0,25,0,15,0
35250889,female,40,90,10,40,0,15,0
35250889,male,55,50,0,40,0,10,0
35250890,female,55,50,10,55,0,10,0
35250890,male,40,45,0,35,10,10,10
35250891,female,50,55,0,35,0,10,0
35250891,male,25,65,10,20,0,20,0
35250892,female,260,295,25,215,10,60,10
35250892,male,235,265,20,165,0,45,15
35250893,female,65,80,0,45,0,0,0
35250893,male,60,40,0,30,0,0,10
35250894,female,55,90,0,20,10,0,0
35250894,male,55,45,0,20,0,0,0
35250895,female,70,80,15,40,0,10,10
35250895,male,65,75,10,30,0,0,10
35250896,female,45,75,0,50,0,0,0
35250896,male,75,30,10,0,0,0,0
35250897,female,70,70,10,30,10,10,0
35250897,male,40,40,0,30,0,0,10
35250898,female,75,40,10,10,0,10,10
35250898,male,65,30,0,25,0,10,0
35250899,female,55,35,10,15,0,0,0
35250899,male,75,40,0,10,0,0,0
35250900,female,40,20,0,15,10,10,0
35250900,male,30,20,0,20,0,0,0
35250901,female,40,70,10,30,0,10,10
35250901,male,55,60,0,35,0,0,0
35250902,female,40,100,0,30,0,15,0
35250902,male,65,60,0,15,0,0,0
35250903,female,90,80,0,25,0,10,0
35250903,male,105,45,10,45,10,0,0
35250904,female,55,100,10,55,0,10,0
35250904,male,70,55,0,40,0,0,0
35250905,female,70,65,15,35,0,0,0
35250905,male,90,55,10,20,0,10,0
35250906,female,50,35,0,45,0,20,10
35250906,male,40,50,0,25,0,10,0
35250907,female,40,45,0,40,0,0,0
35250907,male,45,40,0,20,0,0,0
35250908,female,50,30,25,40,0,0,0
35250908,male,60,25,0,40,0,10,15
35250909,female,155,140,25,180,0,60,10
35250909,male,150,165,15,145,15,50,40
35250910,female,140,135,30,150,10,25,15
35250910,male,165,100,10,125,0,35,20
35250911,female,60,45,10,90,0,20,0
35250911,male,45,45,0,75,10,30,0
35250912,female,80,50,15,50,10,25,0
35250912,male,50,70,10,60,15,20,0
35250913,female,70,80,20,70,15,20,0
35250913,male,80,45,0,45,15,20,10
35250914,female,50,40,0,45,0,0,0
35250914,male,60,30,10,40,0,20,0
35250918,female,300,305,55,110,0,15,0
35250918,male,150,170,15,95,0,40,15
35250919,female,100,65,0,35,0,0,0
35250919,male,55,55,0,30,0,10,0
35250920,female,165,175,0,105,0,15,0
35250920,male,140,120,10,80,0,20,0
35250921,female,120,65,0,50,0,0,0
35250921,male,115,70,10,20,0,10,0
35250922,female,90,90,0,25,0,10,0
35250922,male,90,70,0,25,10,10,0
35250923,female,70,70,10,15,0,10,0
35250923,male,80,55,0,25,0,0,0
35250924,female,35,70,0,25,0,10,0
35250924,male,55,45,0,10,0,0,0
35250925,female,95,85,10,20,0,0,0
35250925,male,60,65,0,15,0,10,0
35250928,female,95,25,0,25,0,0,0
35250928,male,65,40,10,20,10,10,0
35250929,female,70,80,10,30,0,0,0
35250929,male,85,40,15,45,0,0,0
35250930,female,80,65,15,30,0,10,0
35250930,male,65,45,10,25,0,0,0
35250931,female,80,75,20,30,10,0,0
35250931,male,80,50,0,25,10,0,0
35250932,female,65,75,0,15,0,0,0
35250932,male,70,30,0,10,0,0,0
35250933,female,55,70,10,15,0,0,0
35250933,male,65,70,0,0,0,10,0
35250934,female,45,50,0,20,0,10,10
35250934,male,60,50,0,20,0,0,0
35250935,female,195,130,10,40,0,10,0
35250935,male,145,100,0,25,0,0,0
35250936,female,60,55,10,30,0,0,0
35250936,male,60,45,0,25,0,10,0
35250937,female,115,130,10,40,0,10,15
35250937,male,100,100,0,55,10,30,20
35250938,female,75,100,10,75,0,20,10
35250938,male,80,65,10,35,0,10,0
35250939,female,55,70,10,45,0,10,0
35250939,male,60,45,10,50,0,20,0
35250940,female,40,60,0,55,0,10,0
35250940,male,55,45,10,15,0,25,10
35250941,female,75,80,0,80,0,0,10
35250941,male,100,85,0,50,0,10,20
35250942,female,70,55,0,30,0,0,0
35250942,male,75,25,0,30,0,0,0
35250943,female,65,115,15,95,10,35,0
35250943,male,80,100,0,55,0,45,0
35250944,female,60,55,0,45,0,10,0
35250944,male,75,45,10,35,0,10,0
35250945,female,60,80,10,50,0,15,0
35250945,male,55,65,0,60,0,10,0
35250946,female,50,65,0,40,10,10,0
35250946,male,50,50,0,65,0,15,0
35250947,female,65,115,10,55,10,15,0
35250947,male,60,65,15,40,0,25,0
35250948,female,155,125,10,135,0,50,0
35250948,male,150,125,10,110,0,30,0
35250949,female,45,55,0,30,0,10,0
35250949,male,65,40,10,35,0,10,0
35250950,female,50,40,0,60,0,10,0
35250950,male,55,70,0,20,0,0,0
35250951,female,45,80,10,70,0,30,0
35250951,male,65,55,10,35,0,10,10
35250952,female,150,230,15,230,0,50,10
35250952,male,235,200,0,175,0,55,10
35250953,female,65,25,15,15,0,0,0
35250953,male,60,20,0,0,0,10,10
35250954,female,45,40,0,15,0,10,0
35250954,male,60,25,0,25,0,0,0
35250955,female,20,35,0,0,10,0,0
35250955,male,25,0,0,0,0,0,0
35250956,female,115,50,10,10,0,0,0
35250956,male,80,30,0,30,0,15,0
35250957,female,65,55,0,30,0,0,0
35250957,male,60,30,0,15,0,0,0
35250958,female,40,65,0,10,0,0,0
35250958,male,55,25,0,30,0,0,0
35250959,female,50,50,0,35,0,20,0
35250959,male,90,30,0,20,0,0,0
35250960,female,40,45,0,15,0,0,0
35250960,male,40,15,0,10,0,0,0
35250961,female,70,55,10,15,0,0,0
35250961,male,75,20,0,15,10,0,0
35250962,female,55,70,0,45,0,20,0
35250962,male,70,60,0,70,0,15,10
35250963,female,345,330,45,240,10,100,20
35250963,male,300,200,10,180,10,95,45
35250964,female,95,70,10,65,0,20,0
35250964,male,55,65,0,45,10,25,10
35250965,female,35,35,0,30,0,15,0
35250965,male,30,25,0,25,0,15,0
35250966,female,x,x,x,x,x,x,x
35250966,male,x,x,x,x,x,x,x
35250967,female,35,40,10,65,0,20,0
35250967,male,35,35,0,45,0,15,10
35250968,female,150,25,0,25,0,10,0
35250968,male,85,40,10,50,0,0,0
35250969,female,105,60,0,15,0,10,0
35250969,male,130,40,0,20,0,0,0
35250970,female,70,30,10,45,0,0,10
35250970,male,70,10,10,35,0,0,0
35250971,female,55,40,0,30,0,0,0
35250971,male,60,40,0,30,0,0,0
35250972,female,50,60,0,0,0,10,0
35250972,male,40,15,10,10,0,0,0
35250973,female,45,30,0,20,0,0,0
35250973,male,40,35,10,10,0,10,0
35250974,female,45,50,10,35,0,0,0
35250974,male,55,60,0,10,0,0,0
35250975,female,55,35,10,25,0,10,0
35250975,male,35,35,0,30,0,0,0
35250976,female,40,40,0,15,0,0,0
35250976,male,35,30,0,10,0,0,0
35250978,female,260,300,20,125,10,35,0
35250978,male,240,245,0,80,10,30,0
35250980,female,35,45,10,30,0,0,0
35250980,male,55,40,0,10,0,0,10
35250981,female,265,185,20,235,0,40,10
35250981,male,215,165,30,210,0,45,10
35250982,female,30,60,0,15,0,10,0
35250982,male,20,0,0,10,0,10,0
35250983,female,50,75,0,25,0,0,0
35250983,male,40,55,0,15,0,10,0
35250985,female,130,120,10,95,10,20,0
35250985,male,135,135,0,65,10,15,0
35250986,female,140,140,25,145,10,35,15
35250986,male,110,105,10,135,40,70,40
35250987,female,70,100,0,45,0,15,0
35250987,male,100,95,0,45,0,0,0
35250988,female,85,115,20,50,0,20,10
35250988,male,90,55,0,45,15,10,10
35250989,female,100,155,10,60,0,30,0
35250989,male,115,130,10,30,10,0,0
35250990,female,60,80,0,30,0,10,0
35250990,male,60,35,0,15,0,0,0
35250991,female,85,65,0,35,10,10,0
35250991,male,105,50,0,30,10,15,0
35250992,female,50,45,10,35,0,10,0
35250992,male,80,30,0,35,0,10,0
35250993,female,30,10,0,0,0,0,0
35250993,male,10,20,0,10,0,0,0
35250994,female,75,120,0,85,15,60,0
35250994,male,75,75,10,85,10,30,0
35250995,female,310,215,25,85,0,15,0
35250995,male,225,100,10,70,0,15,10
35250996,female,100,135,15,110,0,35,10
35250996,male,105,110,15,75,0,20,10
35250997,female,185,145,0,45,0,15,0
35250997,male,110,95,10,30,10,15,0
35250998,female,55,35,0,60,0,20,10
35250998,male,65,60,15,55,0,15,0
35250999,female,110,105,10,105,15,50,10
35250999,male,130,55,10,90,40,35,15
35251000,female,25,40,10,40,0,0,0
35251000,male,35,20,0,40,0,10,0
35251001,female,30,65,10,25,0,10,0
35251001,male,50,80,0,10,10,10,0
35251002,female,60,65,20,35,0,30,0
35251002,male,95,40,10,65,0,20,0
35251003,female,35,30,0,50,0,10,0
35251003,male,0,25,0,45,0,15,10
35251004,female,80,55,10,70,0,10,0
35251004,male,35,70,0,30,0,10,0
35251005,female,90,70,15,70,10,45,0
35251005,male,105,60,0,115,0,20,10
35251006,female,75,95,10,60,0,30,10
35251006,male,115,65,0,80,0,25,15
35251007,female,55,100,0,125,0,30,10
35251007,male,90,75,0,85,0,20,10
35251008,female,55,65,0,55,0,15,10
35251008,male,55,40,0,30,0,10,0
35251009,female,110,80,20,85,10,20,0
35251009,male,105,90,10,65,0,10,10
35251010,female,30,55,10,85,10,15,10
35251010,male,75,55,10,50,0,15,0
35251011,female,55,80,0,65,10,10,0
35251011,male,85,65,0,25,0,20,0
35251012,female,70,65,0,45,0,0,0
35251012,male,65,45,0,35,0,10,0
35251013,female,80,105,15,60,0,25,0
35251013,male,110,105,15,20,0,10,0
35251014,female,35,35,0,30,0,15,0
35251014,male,20,30,0,20,0,0,0
35251015,female,110,55,10,45,0,10,0
35251015,male,90,70,0,35,0,0,0
35251016,female,65,65,0,55,0,0,0
35251016,male,85,35,0,20,0,0,0
35251017,female,60,55,0,25,0,10,0
35251017,male,50,45,0,20,0,0,0
35251018,female,90,85,0,45,0,0,0
35251018,male,80,55,0,30,10,0,0
35251019,female,65,25,0,40,0,15,10
35251019,male,45,25,0,25,0,0,0
35251020,female,100,90,10,95,0,10,0
35251020,male,100,75,0,80,10,15,0
35251021,female,60,115,0,45,0,10,10
35251021,male,50,95,10,45,0,15,0
35251022,female,180,170,15,160,0,75,0
35251022,male,185,85,10,165,10,45,0
35251023,female,70,90,10,105,10,25,0
35251023,male,90,85,10,120,0,0,0
35251024,female,80,110,0,115,0,35,0
35251024,male,100,105,10,90,10,10,15
35251025,female,80,70,0,10,0,0,0
35251025,male,65,25,15,10,0,0,0
35251026,female,75,95,0,40,0,0,0
35251026,male,65,45,10,25,0,10,0
35260307,female,70,105,15,75,0,30,0
35260307,male,90,70,0,60,10,15,0
35260309,female,150,205,0,100,0,25,0
35260309,male,155,170,0,90,0,15,0
35260310,female,65,55,0,25,0,0,0
35260310,male,70,45,0,10,0,0,0
35260311,female,125,115,0,75,10,30,0
35260311,male,100,85,10,35,10,30,10
35260313,female,60,80,15,40,0,0,0
35260313,male,70,70,0,10,0,0,0
35260314,female,95,45,0,65,0,10,0
35260314,male,55,55,0,50,0,0,0
35260315,female,70,35,0,25,0,0,0
35260315,male,45,40,0,40,10,10,0
35260316,female,55,60,0,15,0,0,0
35260316,male,75,65,0,20,0,0,0
35260317,female,80,65,0,20,0,0,0
35260317,male,30,45,0,10,0,0,0
35260318,female,85,65,0,15,0,0,0
35260318,male,70,35,10,20,0,0,0
35260319,female,60,55,0,25,0,0,0
35260319,male,35,50,10,30,0,0,0
35260320,female,75,70,0,10,0,0,0
35260320,male,85,40,0,10,0,0,0
35260321,female,120,45,0,30,0,0,0
35260321,male,90,35,0,20,0,0,0
35260322,female,60,75,0,35,0,10,0
35260322,male,40,55,0,30,0,10,0
35260323,female,75,40,10,45,0,10,0
35260323,male,30,40,10,35,0,25,0
35260324,female,90,65,10,65,10,20,0
35260324,male,50,60,0,50,10,0,10
35260325,female,55,55,0,20,0,10,0
35260325,male,40,40,0,10,0,0,0
35260326,female,65,90,10,20,10,10,0
35260326,male,85,50,0,35,0,0,0
35260327,female,40,10,10,40,0,25,0
35260327,male,40,15,0,30,10,10,0
35260328,female,35,35,0,30,0,20,10
35260328,male,20,35,0,30,0,10,0
35260330,female,60,80,0,45,0,0,0
35260330,male,45,40,0,45,0,0,0
35260332,female,55,55,0,45,0,15,0
35260332,male,60,30,10,20,10,10,0
35260333,female,110,75,0,20,0,10,0
35260333,male,75,75,0,15,0,10,0
35260334,female,60,50,10,30,0,10,10
35260334,male,50,35,10,15,10,10,0
35260335,female,125,175,15,185,0,50,0
35260335,male,170,170,10,140,0,20,10
35260336,female,155,180,20,130,10,25,0
35260336,male,140,175,25,90,10,20,10
35260337,female,50,60,0,25,0,0,0
35260337,male,30,30,0,10,0,0,0
35260338,female,190,195,15,155,10,60,10
35260338,male,185,160,0,150,10,35,0
35260339,female,85,65,0,50,0,0,0
35260339,male,65,45,0,40,0,10,0
35260340,female,115,105,10,100,0,30,0
35260340,male,120,100,0,25,0,20,0
35260341,female,75,60,0,50,0,10,0
35260341,male,70,40,0,15,0,0,0
35260342,female,55,85,0,25,0,10,0
35260342,male,60,35,0,20,0,0,10
35260734,female,160,165,15,110,0,20,10
35260734,male,150,160,10,80,0,10,0
35260828,female,90,40,0,20,0,15,0
35260828,male,55,45,0,20,10,0,0
35260829,female,80,45,0,35,0,10,0
35260829,male,65,50,0,30,0,0,0
35260830,female,120,110,0,65,10,20,0
35260830,male,115,80,0,55,10,30,0
35260831,female,75,40,10,30,0,0,0
35260831,male,35,70,15,35,0,0,0
35260832,female,60,95,10,60,0,25,10
35260832,male,95,70,0,60,0,15,10
35260833,female,65,70,0,80,0,30,0
35260833,male,55,80,10,70,15,15,0
