geo_code,,0 to 17 years (%),0 to 5 years (%),18 to 64 years (%),65 years and over (%)
35250734,male,33.3,50.0,22.9,16.7
35250735,female,25.0,50.0,6.7,25.0
35250735,male,9.1,20.0,9.4,0.0
35250736,female,14.3,0.0,2.8,12.5
35250736,male,22.2,0.0,7.9,16.7
35250737,female,12.5,0.0,6.5,0.0
35250737,male,12.5,25.0,3.3,0.0
35250738,female,9.1,0.0,5.3,0.0
35250738,male,10.0,25.0,9.1,0.0
35250739,female,20.0,0.0,19.4,12.5
35250739,male,20.0,0.0,11.1,0.0
35250740,female,12.5,33.3,10.5,0.0
35250740,male,11.1,33.3,8.3,12.5
35250741,female,0.0,0.0,5.6,11.1
35250741,male,0.0,0.0,5.6,0.0
35250742,female,9.1,0.0,5.9,12.5
35250742,male,10.0,0.0,5.6,0.0
35250743,female,0.0,0.0,7.1,14.3
35250743,male,0.0,0.0,6.7,0.0
35250744,female,9.1,0.0,9.3,15.4
35250744,male,8.3,0.0,4.4,0.0
35250745,female,0.0,0.0,10.3,11.1
35250745,male,0.0,0.0,13.3,11.1
35250746,female,33.3,0.0,7.4,12.5
35250746,male,20.0,0.0,8.7,0.0
35250747,female,28.6,50.0,21.7,14.3
35250747,male,40.0,0.0,14.3,0.0
35250748,female,28.6,0.0,11.1,0.0
35250748,male,16.7,0.0,12.9,16.7
35250749,female,28.6,0.0,13.3,11.1
35250749,male,20.0,0.0,16.1,14.3
35250750,female,25.0,33.3,12.5,25.0
35250750,male,14.3,50.0,10.8,25.0
35250753,female,14.3,0.0,6.7,11.1
35250753,male,16.7,0.0,3.3,0.0
35250754,female,14.3,0.0,6.7,0.0
35250754,male,12.5,50.0,10.3,0.0
35250755,female,16.7,0.0,7.1,0.0
35250755,male,33.3,50.0,9.7,0.0
35250756,female,22.2,33.3,8.8,0.0
35250756,male,42.9,66.7,14.3,0.0
35250757,female,50.0,66.7,24.1,16.7
35250757,male,44.4,33.3,14.7,20.0
35250758,female,12.5,50.0,23.1,25.0
35250758,male,50.0,100.0,14.8,20.0
35250759,female,33.3,0.0,9.1,12.5
35250759,male,11.1,25.0,5.6,16.7
35250760,female,50.0,25.0,21.9,0.0
35250760,male,62.5,33.3,20.6,20.0
35250761,female,22.2,0.0,13.3,11.1
35250761,male,14.3,20.0,10.0,14.3
35250762,female,33.3,25.0,26.3,0.0
35250762,male,42.9,50.0,27.9,20.0
35250763,female,0.0,25.0,11.8,0.0
35250763,male,11.1,0.0,12.5,0.0
35250764,female,50.0,0.0,9.4,0.0
35250764,male,33.3,33.3,9.7,0.0
35250765,female,30.0,20.0,29.4,10.0
35250765,male,37.5,20.0,13.8,28.6
35250766,female,22.2,33.3,21.6,16.7
35250766,male,55.6,100.0,20.6,0.0
35250767,female,55.6,0.0,20.0,0.0
35250767,male,30.0,25.0,20.0,16.7
35250768,female,27.3,25.0,12.5,12.5
35250768,male,25.0,50.0,9.4,0.0
35250769,female,28.6,0.0,17.2,0.0
35250769,male,33.3,0.0,17.9,16.7
35250770,female,61.5,60.0,37.1,40.0
35250770,male,45.5,75.0,25.7,0.0
35250771,female,25.0,0.0,16.1,28.6
35250771,male,40.0,33.3,18.9,20.0
35250772,female,40.0,60.0,16.7,33.3
35250772,male,40.0,50.0,22.6,25.0
35250773,female,42.9,40.0,21.1,20.0
35250773,male,42.9,0.0,21.6,20.0
35250774,female,28.6,0.0,19.4,11.1
35250774,male,33.3,0.0,17.9,14.3
35250775,female,36.4,0.0,30.0,16.7
35250775,male,37.5,50.0,34.3,20.0
35250776,female,33.3,0.0,36.0,50.0
35250776,male,33.3,0.0,35.5,16.7
35250777,female,28.6,0.0,17.6,14.3
35250777,male,22.2,0.0,16.7,20.0
35250778,female,28.6,50.0,10.3,16.7
35250778,male,14.3,0.0,7.7,0.0
35250779,female,28.6,0.0,16.0,0.0
35250779,male,14.3,0.0,12.5,0.0
35250780,female,33.3,25.0,19.4,16.7
35250780,male,25.0,25.0,10.3,20.0
35250781,female,28.6,50.0,21.4,16.7
35250781,male,16.7,0.0,20.0,25.0
35250782,female,40.0,50.0,16.7,0.0
35250782,male,12.5,0.0,15.4,20.0
35250783,female,57.1,50.0,18.4,0.0
35250783,male,18.2,20.0,22.9,20.0
35250784,female,27.3,25.0,12.5,16.7
35250784,male,27.3,33.3,12.9,20.0
35250785,female,11.1,0.0,8.6,0.0
35250785,male,14.3,50.0,6.7,16.7
35250786,female,14.3,0.0,12.1,12.5
35250786,male,18.2,0.0,14.3,14.3
35250787,female,30.0,20.0,8.5,9.1
35250787,male,40.0,25.0,13.3,0.0
35250788,female,25.0,0.0,16.7,0.0
35250788,male,0.0,0.0,13.2,0.0
35250789,female,10.0,33.3,5.1,0.0
35250789,male,0.0,0.0,6.3,0.0
35250790,female,11.1,0.0,5.1,11.1
35250790,male,0.0,0.0,5.9,11.1
35250791,female,16.7,33.3,6.5,16.7
35250791,male,0.0,0.0,3.2,0.0
35250792,female,16.7,16.7,12.2,20.0
35250792,male,14.3,20.0,14.3,0.0
35250793,female,22.2,0.0,5.6,12.5
35250793,male,0.0,0.0,3.1,16.7
35250798,female,28.6,0.0,28.6,33.3
35250798,male,37.5,0.0,30.8,0.0
35250799,female,60.0,50.0,25.0,25.0
35250799,male,45.5,66.7,25.8,0.0
35250800,female,66.7,0.0,17.6,16.7
35250800,male,53.8,25.0,20.0,20.0
35250801,female,25.0,0.0,24.1,11.5
35250801,male,33.3,25.0,20.0,6.7
35250802,female,14.3,0.0,18.8,0.0
35250802,male,14.3,0.0,18.5,0.0
35250803,female,0.0,0.0,12.5,0.0
35250803,male,20.0,0.0,12.0,0.0
35250804,female,17.4,10.5,8.1,3.3
35250804,male,12.0,10.0,7.3,6.3
35250805,female,9.4,7.7,5.2,0.0
35250805,male,10.0,0.0,6.4,7.1
35250806,female,12.5,0.0,3.4,0.0
35250806,male,9.1,0.0,6.5,0.0
35250807,female,3.4,9.1,2.8,0.0
35250807,male,3.6,0.0,2.9,0.0
35250810,female,11.1,20.0,3.8,5.9
35250810,male,5.3,0.0,3.8,5.9
35250812,female,28.6,0.0,8.0,0.0
35250812,male,14.3,0.0,3.7,0.0
35250813,female,0.0,33.3,3.1,0.0
35250813,male,0.0,0.0,2.9,0.0
35250814,female,0.0,0.0,3.2,0.0
35250814,male,11.1,0.0,3.2,0.0
35250815,female,3.4,0.0,1.2,2.8
35250815,male,2.9,0.0,3.9,0.0
35250826,female,13.0,0.0,7.3,0.0
35250826,male,4.5,0.0,8.9,9.1
35250827,female,42.9,0.0,10.0,0.0
35250827,male,33.3,0.0,10.0,0.0
35250828,female,16.7,0.0,4.5,0.0
35250828,male,0.0,0.0,5.6,0.0
35250829,female,0.0,0.0,13.3,18.2
35250829,male,0.0,0.0,7.7,20.0
35250830,female,37.5,0.0,19.4,0.0
35250830,male,37.5,33.3,14.8,11.1
35250831,female,22.2,0.0,10.9,2.7
35250831,male,11.1,0.0,12.8,4.4
35250832,female,0.0,...,6.3,12.5
35250832,male,0.0,0.0,14.3,0.0
35250833,female,0.0,0.0,8.0,14.3
35250833,male,0.0,0.0,13.0,0.0
35250834,female,11.1,0.0,0.0,0.0
35250834,male,0.0,0.0,4.3,0.0
35250835,female,12.5,0.0,3.7,9.1
35250835,male,0.0,0.0,7.4,0.0
35250836,female,0.0,0.0,3.6,0.0
35250836,male,14.3,0.0,7.7,0.0
35250843,female,36.7,44.4,16.9,5.9
35250843,male,33.3,27.3,12.3,0.0
35250845,female,66.7,50.0,39.8,25.8
35250845,male,70.4,66.7,33.1,17.2
35250846,female,37.5,33.3,25.0,40.8
35250846,male,28.6,50.0,18.4,16.7
35250847,female,46.7,50.0,40.0,40.0
35250847,male,38.5,33.3,40.0,20.0
35250848,female,22.2,16.7,29.0,14.3
35250848,male,16.7,28.6,27.0,8.3
35250849,female,4.3,0.0,3.6,7.7
35250849,male,12.9,8.3,4.6,0.0
35250850,female,28.6,33.3,13.6,18.2
35250850,male,15.0,25.0,14.5,5.0
35250851,female,47.6,43.8,27.7,16.3
35250851,male,48.2,45.0,26.5,11.9
35250852,female,37.1,23.1,21.8,17.6
35250852,male,45.7,31.3,16.9,11.1
35250853,female,65.9,53.3,37.9,42.9
35250853,male,56.5,40.0,38.0,28.6
35250854,female,50.0,62.5,45.5,12.5
35250854,male,66.7,50.0,50.0,16.7
35250855,female,54.5,57.1,35.9,22.2
35250855,male,55.6,40.0,37.5,20.0
35250857,female,27.3,0.0,4.9,0.0
35250857,male,10.0,0.0,5.1,0.0
35250859,female,7.1,0.0,2.2,5.0
35250859,male,5.9,0.0,2.3,0.0
35250860,female,24.2,20.0,12.3,5.3
35250860,male,28.8,25.0,8.9,0.0
35250861,female,7.1,0.0,9.1,0.0
35250861,male,13.3,0.0,6.3,0.0
35250862,female,10.0,0.0,2.9,10.0
35250862,male,0.0,0.0,0.0,9.1
35250863,female,14.3,0.0,0.0,0.0
35250863,male,0.0,...,4.8,0.0
35250864,female,11.1,0.0,3.2,0.0
35250864,male,16.7,0.0,2.9,0.0
35250865,female,9.1,0.0,2.5,0.0
35250865,male,8.3,25.0,7.9,0.0
35250866,female,9.1,0.0,0.0,0.0
35250866,male,0.0,0.0,2.5,0.0
35250867,female,9.1,0.0,3.0,0.0
35250867,male,8.3,0.0,2.9,0.0
35250868,female,20.0,0.0,3.6,0.0
35250868,male,9.1,0.0,3.7,0.0
35250869,female,9.1,0.0,0.0,0.0
35250869,male,6.7,0.0,0.0,0.0
35250870,female,5.3,0.0,4.4,0.0
35250870,male,0.0,0.0,4.3,0.0
35250871,female,10.0,0.0,3.1,0.0
35250871,male,8.3,0.0,0.0,0.0
35250872,female,0.0,0.0,2.2,0.0
35250872,male,0.0,0.0,2.1,0.0
35250873,female,0.0,0.0,0.0,0.0
35250873,male,7.1,0.0,2.2,0.0
35250874,female,8.3,0.0,2.2,0.0
35250874,male,7.7,33.3,2.0,0.0
35250875,female,6.7,0.0,0.0,0.0
35250875,male,16.7,0.0,4.0,7.7
35250876,female,0.0,0.0,0.0,0.0
35250876,male,0.0,0.0,0.0,12.5
35250877,female,10.0,0.0,6.3,0.0
35250877,male,8.3,33.3,3.3,0.0
35250878,female,9.1,0.0,3.1,0.0
35250878,male,0.0,0.0,3.2,0.0
35250879,female,7.1,20.0,11.1,0.0
35250879,male,13.3,16.7,4.7,0.0
35250880,female,33.3,50.0,22.9,7.7
35250880,male,50.0,75.0,20.7,0.0
35250881,female,25.0,0.0,11.4,22.2
35250881,male,25.0,0.0,15.2,9.1
35250882,female,4.8,0.0,3.7,7.1
35250882,male,9.1,0.0,1.9,0.0
35250883,female,5.9,0.0,2.3,0.0
35250883,male,11.1,0.0,2.6,50.0
35250884,female,0.0,0.0,2.6,0.0
35250884,male,0.0,0.0,0.0,0.0
35250885,female,6.3,0.0,0.0,0.0
35250885,male,0.0,0.0,2.8,0.0
35250886,female,6.7,20.0,2.7,0.0
35250886,male,7.7,0.0,0.0,25.0
35250887,female,0.0,0.0,3.9,16.7
35250887,male,0.0,0.0,0.0,0.0
35250888,female,0.0,0.0,0.0,16.7
35250888,male,0.0,0.0,0.0,16.7
35250889,female,0.0,0.0,2.8,25.0
35250889,male,5.9,14.3,2.9,0.0
35250890,female,0.0,0.0,3.1,0.0
35250890,male,8.3,0.0,0.0,0.0
35250891,female,0.0,0.0,0.0,0.0
35250891,male,0.0,0.0,0.0,0.0
35250892,female,5.4,2.9,2.7,10.5
35250892,male,6.0,4.4,3.4,6.3
35250893,female,10.0,33.3,0.0,14.3
35250893,male,6.7,0.0,2.5,0.0
35250894,female,0.0,0.0,3.0,12.5
35250894,male,12.5,0.0,0.0,0.0
35250895,female,8.3,0.0,2.7,0.0
35250895,male,9.1,33.3,2.6,0.0
35250896,female,9.1,0.0,3.2,0.0
35250896,male,0.0,0.0,6.9,0.0
35250897,female,7.1,25.0,2.7,0.0
35250897,male,8.3,33.3,2.7,0.0
35250898,female,11.1,0.0,0.0,0.0
35250898,male,0.0,0.0,0.0,0.0
35250899,female,11.1,0.0,3.3,0.0
35250899,male,0.0,0.0,3.1,0.0
35250900,female,10.0,0.0,0.0,0.0
35250900,male,7.1,0.0,3.7,0.0
35250901,female,0.0,0.0,3.0,0.0
35250901,male,0.0,0.0,3.2,0.0
35250902,female,0.0,0.0,3.4,0.0
35250902,male,7.7,0.0,0.0,0.0
35250903,female,0.0,0.0,0.0,8.3
35250903,male,11.8,0.0,0.0,8.3
35250904,female,6.7,0.0,2.9,0.0
35250904,male,6.3,0.0,0.0,0.0
35250905,female,0.0,0.0,3.0,0.0
35250905,male,7.1,0.0,0.0,0.0
35250906,female,6.7,0.0,2.9,0.0
35250906,male,7.7,0.0,2.7,0.0
35250907,female,9.1,0.0,3.3,0.0
35250907,male,8.3,33.3,3.7,0.0
35250908,female,14.3,0.0,3.3,0.0
35250908,male,0.0,0.0,5.4,0.0
35250909,female,15.7,12.5,8.4,0.0
35250909,male,13.6,17.6,7.8,7.7
35250910,female,9.1,0.0,7.8,0.0
35250910,male,15.2,16.7,5.9,0.0
35250911,female,5.0,25.0,4.1,0.0
35250911,male,5.6,0.0,4.0,0.0
35250912,female,6.7,50.0,4.2,0.0
35250912,male,5.9,0.0,4.2,0.0
35250913,female,33.3,50.0,15.0,6.7
35250913,male,26.3,33.3,17.1,0.0
35250914,female,16.7,0.0,3.8,0.0
35250914,male,20.0,0.0,8.3,0.0
35250918,female,0.0,0.0,4.2,1.8
35250918,male,0.0,...,3.0,0.8
35250919,female,0.0,0.0,2.2,0.0
35250919,male,0.0,0.0,2.3,9.1
35250920,female,3.2,9.1,2.3,0.0
35250920,male,3.0,8.3,2.4,0.0
35250921,female,25.0,0.0,10.6,8.3
35250921,male,15.4,0.0,10.2,0.0
35250922,female,0.0,0.0,4.9,0.0
35250922,male,5.9,0.0,0.0,8.3
35250923,female,11.1,0.0,3.3,0.0
35250923,male,0.0,0.0,3.0,0.0
35250924,female,16.7,0.0,0.0,0.0
35250924,male,11.1,0.0,3.6,0.0
35250925,female,10.0,0.0,2.5,0.0
35250925,male,0.0,0.0,5.0,0.0
35250928,female,27.3,25.0,3.6,0.0
35250928,male,22.2,0.0,3.2,10.0
35250929,female,7.1,0.0,2.7,0.0
35250929,male,7.1,0.0,2.2,0.0
35250930,female,14.3,0.0,2.5,0.0
35250930,male,13.3,0.0,2.6,0.0
35250931,female,0.0,0.0,2.6,0.0
35250931,male,0.0,0.0,2.4,0.0
35250932,female,40.0,0.0,0.0,0.0
35250932,male,25.0,0.0,4.2,0.0
35250933,female,9.1,0.0,0.0,0.0
35250933,male,20.0,0.0,0.0,0.0
35250934,female,20.0,0.0,3.6,0.0
35250934,male,10.0,0.0,2.9,0.0
35250935,female,0.0,0.0,4.7,1.8
35250935,male,33.3,100.0,2.5,0.0
35250936,female,16.7,0.0,0.0,0.0
35250936,male,0.0,0.0,3.2,0.0
35250937,female,7.7,0.0,4.8,5.3
35250937,male,10.0,0.0,5.4,4.5
35250938,female,12.5,0.0,4.7,0.0
35250938,male,0.0,0.0,2.4,0.0
35250939,female,11.1,0.0,2.6,0.0
35250939,male,9.1,0.0,3.0,7.1
35250940,female,14.3,0.0,3.8,0.0
35250940,male,11.1,0.0,0.0,0.0
35250941,female,10.5,0.0,4.7,0.0
35250941,male,7.1,0.0,5.8,0.0
35250942,female,0.0,0.0,6.5,0.0
35250942,male,10.0,0.0,5.7,0.0
35250943,female,5.3,0.0,3.3,6.3
35250943,male,5.3,0.0,3.5,7.1
35250944,female,7.7,0.0,2.9,0.0
35250944,male,0.0,0.0,6.1,0.0
35250945,female,6.7,16.7,2.3,12.5
35250945,male,7.1,0.0,4.5,0.0
35250946,female,0.0,0.0,0.0,6.3
35250946,male,0.0,0.0,3.8,10.0
35250947,female,12.5,20.0,4.7,0.0
35250947,male,6.3,25.0,2.5,8.3
35250948,female,9.7,7.7,4.6,0.0
35250948,male,8.6,8.3,2.3,0.0
35250949,female,7.7,0.0,3.6,20.0
35250949,male,10.0,0.0,3.7,0.0
35250950,female,9.1,0.0,2.9,0.0
35250950,male,0.0,0.0,3.0,0.0
35250951,female,9.1,0.0,2.4,0.0
35250951,male,5.0,16.7,0.0,0.0
35250952,female,5.6,3.7,4.3,5.9
35250952,male,7.1,3.7,3.1,8.3
35250953,female,66.7,50.0,36.0,0.0
35250953,male,57.1,100.0,32.1,25.0
35250954,female,38.5,33.3,33.3,0.0
35250954,male,47.1,33.3,26.9,0.0
35250955,female,72.0,80.0,60.7,0.0
35250955,male,72.7,71.4,53.3,...
35250956,female,33.3,0.0,60.0,74.2
35250956,male,50.0,...,66.7,57.7
35250957,female,36.4,40.0,26.5,33.3
35250957,male,40.0,25.0,26.5,50.0
35250958,female,37.5,25.0,32.3,20.0
35250958,male,37.5,33.3,23.5,0.0
35250959,female,40.0,100.0,30.0,16.7
35250959,male,44.4,0.0,23.3,25.0
35250960,female,54.5,25.0,31.0,0.0
35250960,male,36.4,33.3,38.2,0.0
35250961,female,63.6,33.3,33.3,0.0
35250961,male,45.5,50.0,31.3,0.0
35250962,female,37.5,50.0,26.7,12.5
35250962,male,38.5,42.9,27.1,12.5
35250963,female,37.9,28.6,28.8,12.3
35250963,male,57.1,58.3,25.4,4.3
35250964,female,16.7,0.0,16.2,5.9
35250964,male,20.0,100.0,16.2,10.0
35250965,female,0.0,0.0,23.1,0.0
35250965,male,0.0,0.0,21.4,0.0
35250966,female,F,F,F,F
35250966,male,F,F,F,F
35250967,female,0.0,0.0,3.4,9.1
35250967,male,7.7,0.0,4.0,0.0
35250968,female,50.0,50.0,40.0,0.0
35250968,male,57.1,50.0,48.8,0.0
35250969,female,25.0,0.0,24.2,0.0
35250969,male,28.6,33.3,33.3,14.3
35250970,female,50.0,50.0,28.2,11.1
35250970,male,44.4,66.7,24.2,0.0
35250971,female,28.6,0.0,0.0,0.0
35250971,male,0.0,0.0,3.3,0.0
35250972,female,12.5,0.0,4.0,0.0
35250972,male,10.0,0.0,4.0,12.5
35250973,female,22.2,33.3,0.0,0.0
35250973,male,16.7,...,3.1,0.0
35250974,female,14.3,0.0,0.0,0.0
35250974,male,11.1,0.0,3.3,0.0
35250975,female,16.7,100.0,8.3,0.0
35250975,male,0.0,0.0,7.4,9.1
35250976,female,0.0,0.0,0.0,0.0
35250976,male,16.7,0.0,4.5,0.0
35250978,female,7.5,6.7,4.1,0.0
35250978,male,8.5,6.1,3.5,5.9
35250980,female,16.7,0.0,0.0,0.0
35250980,male,14.3,0.0,0.0,0.0
35250981,female,7.6,5.9,5.1,5.3
35250981,male,10.3,10.0,4.6,5.9
35250982,female,0.0,0.0,33.3,7.7
35250982,male,0.0,...,0.0,0.0
35250983,female,11.1,0.0,9.4,0.0
35250983,male,12.5,0.0,7.1,20.0
35250985,female,13.0,0.0,3.6,8.3
35250985,male,12.0,0.0,1.2,0.0
35250986,female,3.8,0.0,1.0,0.0
35250986,male,3.1,0.0,1.1,0.0
35250987,female,41.2,50.0,10.0,0.0
35250987,male,40.0,50.0,7.1,12.5
35250988,female,32.3,22.2,8.9,0.0
35250988,male,21.9,11.1,7.7,0.0
35250989,female,21.9,11.1,6.8,0.0
35250989,male,20.0,12.5,8.7,12.5
35250990,female,43.8,33.3,24.3,16.7
35250990,male,33.3,40.0,12.9,16.7
35250991,female,21.4,0.0,9.5,6.7
35250991,male,21.4,20.0,15.0,0.0
35250992,female,8.3,0.0,0.0,0.0
35250992,male,0.0,0.0,0.0,0.0
35250993,female,x,x,x,x
35250993,male,x,x,x,x
35250994,female,12.5,0.0,4.3,6.3
35250994,male,11.1,0.0,6.7,8.3
35250995,female,45.2,22.2,18.7,7.8
35250995,male,38.9,36.4,17.4,5.6
35250996,female,2.8,0.0,1.2,0.0
35250996,male,6.1,0.0,2.7,7.7
35250997,female,7.7,0.0,5.3,1.4
35250997,male,8.3,0.0,2.6,0.0
35250998,female,9.1,0.0,5.9,0.0
35250998,male,0.0,0.0,5.9,0.0
35250999,female,11.8,0.0,3.1,0.0
35250999,male,5.3,0.0,3.6,4.0
35251000,female,0.0,0.0,3.7,0.0
35251000,male,11.1,0.0,11.5,0.0
35251001,female,0.0,0.0,2.5,0.0
35251001,male,6.7,0.0,2.6,0.0
35251002,female,18.2,0.0,7.9,0.0
35251002,male,23.1,50.0,6.1,20.0
35251003,female,10.0,0.0,3.7,20.0
35251003,male,18.2,50.0,5.0,0.0
35251004,female,22.2,0.0,5.7,0.0
35251004,male,7.7,0.0,3.7,0.0
35251005,female,3.8,0.0,3.6,0.0
35251005,male,3.8,0.0,3.5,0.0
35251006,female,4.8,0.0,1.9,0.0
35251006,male,5.3,0.0,4.3,0.0
35251007,female,12.5,0.0,4.8,14.3
35251007,male,10.0,20.0,5.2,0.0
35251008,female,0.0,0.0,0.0,0.0
35251008,male,12.5,0.0,3.4,0.0
35251009,female,4.5,14.3,3.1,0.0
35251009,male,4.3,0.0,4.8,14.3
35251010,female,5.6,0.0,4.5,0.0
35251010,male,8.7,0.0,5.0,0.0
35251011,female,5.6,0.0,2.6,0.0
35251011,male,6.7,25.0,4.9,0.0
35251012,female,5.9,25.0,2.6,0.0
35251012,male,0.0,0.0,2.7,0.0
35251013,female,3.6,0.0,3.0,20.0
35251013,male,5.9,0.0,3.4,20.0
35251014,female,0.0,0.0,4.2,0.0
35251014,male,0.0,0.0,0.0,0.0
35251015,female,0.0,0.0,2.1,0.0
35251015,male,5.0,0.0,2.1,0.0
35251016,female,0.0,0.0,5.6,0.0
35251016,male,20.0,50.0,3.1,0.0
35251017,female,5.9,0.0,0.0,0.0
35251017,male,0.0,0.0,2.9,0.0
35251018,female,51.9,40.0,20.7,16.7
35251018,male,45.2,50.0,14.3,0.0
35251019,female,0.0,0.0,0.0,0.0
35251019,male,12.5,0.0,0.0,0.0
35251020,female,9.1,0.0,3.1,12.5
35251020,male,7.1,0.0,3.1,11.1
35251021,female,9.5,0.0,2.2,16.7
35251021,male,5.3,16.7,2.3,0.0
35251022,female,3.6,5.9,4.3,5.6
35251022,male,5.6,0.0,3.7,0.0
35251023,female,7.4,9.1,5.0,0.0
35251023,male,6.7,0.0,5.0,12.5
35251024,female,8.3,10.0,5.4,0.0
35251024,male,13.5,8.3,4.3,0.0
35251025,female,74.2,76.9,49.2,11.1
35251025,male,71.9,76.9,31.4,14.3
35251026,female,9.1,25.0,4.8,0.0
35251026,male,20.0,0.0,2.9,9.1
35260307,female,0.0,0.0,2.0,7.7
35260307,male,0.0,0.0,2.1,0.0
35260309,female,2.9,0.0,3.4,5.6
35260309,male,5.6,0.0,2.4,0.0
35260310,female,0.0,0.0,0.0,0.0
35260310,male,7.7,0.0,3.7,0.0
35260311,female,0.0,0.0,3.2,4.0
35260311,male,7.1,0.0,3.5,4.3
35260313,female,11.1,50.0,8.6,0.0
35260313,male,10.0,33.3,3.2,0.0
35260314,female,10.0,0.0,0.0,0.0
35260314,male,0.0,0.0,0.0,0.0
35260315,female,0.0,0.0,3.7,0.0
35260315,male,11.1,0.0,7.1,10.0
35260316,female,20.0,0.0,5.9,0.0
35260316,male,10.0,...,9.1,0.0
35260317,female,0.0,0.0,6.7,0.0
35260317,male,0.0,0.0,0.0,0.0
35260318,female,0.0,0.0,3.6,0.0
35260318,male,0.0,0.0,0.0,0.0
35260319,female,0.0,0.0,9.5,9.1
35260319,male,0.0,...,5.0,0.0
35260320,female,18.2,0.0,3.3,14.3
35260320,male,12.5,0.0,3.8,20.0
35260321,female,25.0,0.0,21.2,19.0
35260321,male,33.3,40.0,18.9,13.3
35260322,female,12.5,0.0,14.8,8.3
35260322,male,0.0,0.0,15.4,0.0
35260323,female,10.0,0.0,3.4,7.1
35260323,male,0.0,33.3,6.9,0.0
35260324,female,8.3,33.3,5.3,19.0
35260324,male,7.1,0.0,5.7,7.1
35260325,female,33.3,0.0,30.0,18.2
35260325,male,25.0,0.0,25.0,10.0
35260326,female,0.0,0.0,2.9,0.0
35260326,male,7.7,25.0,3.0,0.0
35260327,female,0.0,0.0,4.8,0.0
35260327,male,0.0,0.0,4.8,0.0
35260328,female,0.0,0.0,0.0,0.0
35260328,male,0.0,0.0,0.0,0.0
35260330,female,0.0,0.0,5.7,0.0
35260330,male,7.7,0.0,0.0,0.0
35260332,female,0.0,0.0,4.2,0.0
35260332,male,12.5,0.0,0.0,0.0
35260333,female,25.0,33.3,5.3,0.0
35260333,male,8.3,0.0,5.1,0.0
35260334,female,9.1,0.0,3.4,0.0
35260334,male,25.0,0.0,3.3,11.1
35260335,female,6.4,0.0,2.6,9.5
35260335,male,2.6,0.0,2.8,0.0
35260336,female,5.3,0.0,3.1,4.3
35260336,male,7.1,0.0,1.1,4.5
35260337,female,0.0,0.0,4.8,0.0
35260337,male,20.0,0.0,5.0,0.0
35260338,female,8.8,8.3,4.1,5.3
35260338,male,8.6,7.7,3.4,0.0
35260339,female,7.1,0.0,5.1,0.0
35260339,male,5.6,0.0,5.7,0.0
35260340,female,10.0,11.8,2.7,0.0
35260340,male,3.2,7.1,2.8,7.1
35260341,female,0.0,0.0,5.7,0.0
35260341,male,9.1,0.0,5.4,0.0
35260342,female,10.0,0.0,9.7,0.0
35260342,male,8.3,0.0,3.2,0.0
35260734,female,7.1,0.0,4.9,2.5
35260734,male,6.3,7.7,6.3,3.6
35260828,female,0.0,0.0,3.8,5.0
35260828,male,0.0,0.0,9.1,0.0
35260829,female,10.0,0.0,6.3,0.0
35260829,male,10.0,0.0,3.6,0.0
35260830,female,0.0,0.0,1.7,0.0
35260830,male,3.8,0.0,2.0,0.0
35260831,female,0.0,0.0,0.0,0.0
35260831,male,0.0,0.0,0.0,0.0
35260832,female,4.3,0.0,3.7,0.0
35260832,male,4.2,11.1,4.1,8.3
35260833,female,9.1,16.7,4.5,0.0
35260833,male,5.3,0.0,4.7,10.0
