geo_code,,English_only,French_only,Neither English nor French
35250618,male,85,5,50
35250619,female,155,0,5
35250619,male,155,5,65
35250620,female,150,0,5
35250620,male,150,0,65
35250621,female,290,5,10
35250621,male,255,5,80
35250622,female,175,0,5
35250622,male,165,5,35
35250623,female,135,0,5
35250623,male,135,0,50
35250624,female,185,5,5
35250624,male,185,0,25
35250625,female,140,0,10
35250625,male,150,5,50
35250626,female,185,0,10
35250626,male,185,5,70
35250627,female,130,0,20
35250627,male,140,0,115
35250628,female,175,0,15
35250628,male,95,0,65
35250629,female,320,5,25
35250629,male,230,5,140
35250630,female,145,0,5
35250630,male,120,0,85
35250631,female,195,5,0
35250631,male,190,5,45
35250632,female,220,5,25
35250632,male,205,0,90
35250633,female,85,0,5
35250633,male,85,0,30
35250634,female,300,10,10
35250634,male,225,5,100
35250635,female,150,5,5
35250635,male,135,0,55
35250636,female,270,5,25
35250636,male,255,0,215
35250637,female,365,10,20
35250637,male,350,5,220
35250638,female,80,5,10
35250638,male,65,0,50
35250639,female,240,5,10
35250639,male,205,0,100
35250640,female,175,5,5
35250640,male,150,10,75
35250641,female,155,5,5
35250641,male,135,5,65
35250642,female,215,5,15
35250642,male,165,0,105
35250643,female,190,5,5
35250643,male,185,5,80
35250644,female,115,0,5
35250644,male,110,0,35
35250645,female,220,5,10
35250645,male,220,5,75
35250646,female,280,0,10
35250646,male,300,5,140
35250647,female,255,5,15
35250647,male,200,5,150
35250648,female,355,5,5
35250648,male,300,0,125
35250649,female,240,0,5
35250649,male,240,5,95
35250650,female,195,5,10
35250650,male,175,5,80
35250651,female,100,0,5
35250651,male,100,5,45
35250652,female,240,5,10
35250652,male,265,5,95
35250655,female,480,10,40
35250655,male,470,5,375
35250656,female,245,5,10
35250656,male,170,0,55
35250657,female,165,5,10
35250657,male,170,0,135
35250658,female,100,0,5
35250658,male,105,0,30
35250659,female,225,5,10
35250659,male,210,0,75
35250661,female,370,10,20
35250661,male,360,5,205
35250662,female,540,5,20
35250662,male,580,10,290
35250663,female,245,10,10
35250663,male,255,5,110
35250664,female,175,5,5
35250664,male,195,0,20
35250665,female,205,0,5
35250665,male,200,0,45
35250666,female,200,5,0
35250666,male,190,0,20
35250667,female,85,0,0
35250667,male,90,5,30
35250668,female,105,0,5
35250668,male,115,0,60
35250669,female,115,0,0
35250669,male,115,5,60
35250670,female,100,5,5
35250670,male,100,0,50
35250671,female,115,0,0
35250671,male,105,0,30
35250672,female,105,0,0
35250672,male,130,0,45
35250675,female,135,0,0
35250675,male,155,0,65
35250676,female,125,0,0
35250676,male,170,5,45
35250677,female,205,5,0
35250677,male,195,0,25
35250678,female,190,10,0
35250678,male,190,5,25
35250679,female,155,0,0
35250679,male,155,5,105
35250680,female,125,5,0
35250680,male,135,5,80
35250681,female,290,5,5
35250681,male,325,5,95
35250692,female,200,10,0
35250692,male,205,10,15
35250693,female,130,0,10
35250693,male,150,5,50
35250694,female,180,0,5
35250694,male,150,5,35
35250695,female,120,5,55
35250695,male,120,10,120
35250696,female,145,5,10
35250696,male,160,0,45
35250700,female,190,0,5
35250700,male,195,5,35
35250701,female,200,0,15
35250701,male,205,0,55
35250702,female,175,10,10
35250702,male,200,5,50
35250703,female,170,0,10
35250703,male,190,5,60
35250704,female,255,5,5
35250704,male,270,5,20
35250705,female,190,0,10
35250705,male,195,0,40
35250706,female,195,0,0
35250706,male,205,5,25
35250707,female,200,0,0
35250707,male,195,5,15
35250708,female,280,10,10
35250708,male,295,5,45
35250709,female,225,5,5
35250709,male,215,0,25
35250710,female,205,5,0
35250710,male,185,0,25
35250711,female,155,0,0
35250711,male,155,5,20
35250712,female,170,5,0
35250712,male,165,0,25
35250713,female,150,5,5
35250713,male,175,10,20
35250714,female,205,5,5
35250714,male,245,0,25
35250715,female,210,5,5
35250715,male,220,0,35
35250716,female,235,5,0
35250716,male,265,0,30
35250717,female,200,0,10
35250717,male,195,0,35
35250718,female,170,0,5
35250718,male,175,0,25
35250719,female,155,0,0
35250719,male,190,5,20
35250720,female,220,5,5
35250720,male,225,10,40
35250721,female,225,5,0
35250721,male,260,0,35
35250724,female,190,5,5
35250724,male,210,0,35
35250725,female,175,0,5
35250725,male,190,0,35
35250726,female,245,5,0
35250726,male,215,5,35
35250727,female,120,5,0
35250727,male,125,5,20
35250728,female,210,10,0
35250728,male,225,5,25
35250729,female,180,5,0
35250729,male,180,0,15
35250730,female,280,10,5
35250730,male,255,10,40
35250731,female,265,10,10
35250731,male,210,0,40
35250732,female,200,0,0
35250732,male,195,0,20
35250733,female,275,0,0
35250733,male,255,5,25
35250734,female,235,0,0
35250734,male,215,0,35
35250735,female,205,5,0
35250735,male,220,0,25
35250736,female,220,0,5
35250736,male,240,5,25
35250737,female,210,0,0
35250737,male,195,0,15
35250738,female,240,5,0
35250738,male,225,0,15
35250739,female,240,5,0
35250739,male,235,5,20
35250740,female,235,5,0
35250740,male,230,5,30
35250741,female,210,0,0
35250741,male,215,0,30
35250742,female,230,0,0
35250742,male,235,0,15
35250743,female,170,5,5
35250743,male,180,0,30
35250744,female,285,5,0
35250744,male,280,5,45
35250745,female,180,5,5
35250745,male,180,5,45
35250746,female,165,5,0
35250746,male,140,5,20
35250747,female,160,5,0
35250747,male,185,5,10
35250748,female,175,0,5
35250748,male,175,5,30
35250749,female,185,5,5
35250749,male,190,5,35
35250750,female,215,10,5
35250750,male,215,5,20
35250753,female,190,5,5
35250753,male,180,5,25
35250754,female,190,0,0
35250754,male,185,5,25
35250755,female,170,10,0
35250755,male,180,10,15
35250756,female,195,5,5
35250756,male,195,15,35
35250757,female,195,5,0
35250757,male,230,0,10
35250758,female,180,5,10
35250758,male,165,5,15
35250759,female,210,5,0
35250759,male,230,5,20
35250760,female,195,10,10
35250760,male,210,5,30
35250761,female,220,0,0
35250761,male,195,5,20
35250762,female,230,5,0
35250762,male,275,5,20
35250763,female,205,5,0
35250763,male,210,5,20
35250764,female,185,5,0
35250764,male,215,10,15
35250765,female,220,10,5
35250765,male,180,5,25
35250766,female,225,5,0
35250766,male,210,0,30
35250767,female,200,0,5
35250767,male,205,0,20
35250768,female,225,0,5
35250768,male,210,0,30
35250769,female,195,0,5
35250769,male,185,5,25
35250770,female,205,5,20
35250770,male,195,10,50
35250771,female,185,5,5
35250771,male,225,5,30
35250772,female,185,0,5
35250772,male,180,5,30
35250773,female,230,5,5
35250773,male,225,0,50
35250774,female,200,5,0
35250774,male,190,0,30
35250775,female,210,5,0
35250775,male,215,0,20
35250776,female,165,5,0
35250776,male,190,5,15
35250777,female,200,0,0
35250777,male,220,0,30
35250778,female,200,0,5
35250778,male,170,5,15
35250779,female,155,5,0
35250779,male,165,5,15
35250780,female,210,0,5
35250780,male,200,0,25
35250781,female,180,5,5
35250781,male,180,0,10
35250782,female,195,5,0
35250782,male,180,0,20
35250783,female,230,0,0
35250783,male,235,0,20
35250784,female,215,5,0
35250784,male,215,5,15
35250785,female,230,5,5
35250785,male,195,0,15
35250786,female,195,10,0
35250786,male,225,10,40
35250787,female,320,5,0
35250787,male,300,0,20
35250788,female,220,0,0
35250788,male,235,5,10
35250789,female,240,5,0
35250789,male,200,0,35
35250790,female,245,10,0
35250790,male,240,5,15
35250791,female,190,0,0
35250791,male,185,5,15
35250792,female,250,5,0
35250792,male,260,0,35
35250793,female,230,0,0
35250793,male,210,0,30
35250798,female,105,0,5
35250798,male,140,0,35
35250799,female,185,0,10
35250799,male,195,5,45
35250800,female,170,5,15
35250800,male,195,0,60
35250801,female,335,15,10
35250801,male,250,5,80
35250802,female,180,5,10
35250802,male,155,5,35
35250803,female,130,10,5
35250803,male,160,5,35
35250804,female,765,15,20
35250804,male,750,15,375
35250805,female,395,10,20
35250805,male,400,5,185
35250806,female,165,5,5
35250806,male,180,0,50
35250807,female,395,0,15
35250807,male,390,0,130
35250810,female,340,5,0
35250810,male,350,5,75
35250812,female,175,0,0
35250812,male,185,5,25
35250813,female,230,5,0
35250813,male,230,0,35
35250814,female,210,0,0
35250814,male,215,0,35
35250815,female,640,15,5
35250815,male,625,10,75
35250826,female,385,10,0
35250826,male,395,5,40
35250827,female,140,0,5
35250827,male,150,0,10
35250828,female,165,0,0
35250828,male,140,0,15
35250829,female,205,5,0
35250829,male,200,0,15
35250830,female,235,10,5
35250830,male,185,5,30
35250831,female,550,15,5
35250831,male,390,5,100
35250832,female,140,5,0
35250832,male,110,0,20
35250833,female,160,0,0
35250833,male,140,5,25
35250834,female,185,0,0
35250834,male,160,0,30
35250835,female,210,0,0
35250835,male,190,0,15
35250836,female,190,0,0
35250836,male,185,0,10
35250843,female,385,10,15
35250843,male,345,10,175
35250845,female,625,10,60
35250845,male,715,15,170
35250846,female,380,30,40
35250846,male,250,10,110
35250847,female,170,5,20
35250847,male,170,10,150
35250848,female,445,10,35
35250848,male,375,5,130
35250849,female,355,10,15
35250849,male,425,5,215
35250850,female,365,5,10
35250850,male,385,5,135
35250851,female,515,30,95
35250851,male,525,15,660
35250852,female,590,20,40
35250852,male,530,20,315
35250853,female,225,5,120
35250853,male,205,10,415
35250854,female,215,5,35
35250854,male,250,0,280
35250855,female,185,10,50
35250855,male,195,5,335
35250857,female,195,0,0
35250857,male,175,5,100
35250859,female,315,5,10
35250859,male,265,5,115
35250860,female,635,10,45
35250860,male,560,10,390
35250861,female,135,0,10
35250861,male,125,0,120
35250862,female,235,5,0
35250862,male,255,5,20
35250863,female,175,5,5
35250863,male,215,10,15
35250864,female,225,10,0
35250864,male,260,0,10
35250865,female,260,10,0
35250865,male,270,5,30
35250866,female,240,10,0
35250866,male,260,10,30
35250867,female,235,0,0
35250867,male,235,0,30
35250868,female,185,5,0
35250868,male,195,5,15
35250869,female,235,0,5
35250869,male,240,5,20
35250870,female,345,5,0
35250870,male,355,5,30
35250871,female,230,5,0
35250871,male,250,5,15
35250872,female,285,0,5
35250872,male,340,5,30
35250873,female,295,0,0
35250873,male,315,0,25
35250874,female,295,5,5
35250874,male,330,5,35
35250875,female,320,0,0
35250875,male,360,10,45
35250876,female,185,0,0
35250876,male,210,0,40
35250877,female,215,10,0
35250877,male,205,5,25
35250878,female,235,0,0
35250878,male,240,5,10
35250879,female,305,5,0
35250879,male,320,10,30
35250880,female,235,0,5
35250880,male,195,5,30
35250881,female,315,5,0
35250881,male,250,5,15
35250882,female,390,0,0
35250882,male,370,0,35
35250883,female,265,5,0
35250883,male,245,5,35
35250884,female,265,5,0
35250884,male,250,0,25
35250885,female,235,5,0
35250885,male,230,10,35
35250886,female,250,5,0
35250886,male,235,5,25
35250887,female,335,0,5
35250887,male,320,5,25
35250888,female,250,0,0
35250888,male,225,5,15
35250889,female,245,10,0
35250889,male,245,5,25
35250890,female,195,0,0
35250890,male,200,0,15
35250891,female,215,5,0
35250891,male,240,5,15
35250892,female,1140,10,0
35250892,male,1165,20,180
35250893,female,250,0,0
35250893,male,280,5,20
35250894,female,215,5,0
35250894,male,210,5,20
35250895,female,270,0,0
35250895,male,255,5,30
35250896,female,225,5,0
35250896,male,215,10,15
35250897,female,275,0,0
35250897,male,265,0,25
35250898,female,220,0,0
35250898,male,225,0,25
35250899,female,210,0,5
35250899,male,230,0,30
35250900,female,175,0,0
35250900,male,210,5,15
35250901,female,240,0,10
35250901,male,225,5,35
35250902,female,205,5,0
35250902,male,230,0,15
35250903,female,270,0,0
35250903,male,305,0,25
35250904,female,280,5,0
35250904,male,285,0,25
35250905,female,265,5,0
35250905,male,260,0,20
35250906,female,255,5,0
35250906,male,260,0,35
35250907,female,205,5,0
35250907,male,210,0,40
35250908,female,210,5,0
35250908,male,240,5,50
35250909,female,525,10,30
35250909,male,570,10,325
35250910,female,455,5,15
35250910,male,425,10,210
35250911,female,240,0,5
35250911,male,245,0,100
35250912,female,215,10,10
35250912,male,230,5,115
35250913,female,225,10,15
35250913,male,190,5,115
35250914,female,165,10,0
35250914,male,145,5,60
35250918,female,935,15,5
35250918,male,645,15,140
35250919,female,295,5,0
35250919,male,275,5,50
35250920,female,510,10,10
35250920,male,520,15,120
35250921,female,305,10,0
35250921,male,320,5,55
35250922,female,290,0,5
35250922,male,310,5,40
35250923,female,180,5,0
35250923,male,195,5,35
35250924,female,165,5,0
35250924,male,190,5,25
35250925,female,265,0,0
35250925,male,260,5,25
35250928,female,205,0,0
35250928,male,220,0,30
35250929,female,275,5,0
35250929,male,300,0,45
35250930,female,285,0,0
35250930,male,280,0,35
35250931,female,260,5,0
35250931,male,290,5,40
35250932,female,195,5,5
35250932,male,185,5,25
35250933,female,210,5,0
35250933,male,205,5,25
35250934,female,170,5,0
35250934,male,225,0,20
35250935,female,470,15,0
35250935,male,465,20,35
35250936,female,200,5,0
35250936,male,220,0,25
35250937,female,385,5,5
35250937,male,405,5,75
35250938,female,315,5,5
35250938,male,315,5,35
35250939,female,265,0,0
35250939,male,255,0,30
35250940,female,210,0,0
35250940,male,195,0,20
35250941,female,315,0,5
35250941,male,315,5,70
35250942,female,200,0,0
35250942,male,230,0,25
35250943,female,400,5,5
35250943,male,370,10,65
35250944,female,230,5,0
35250944,male,235,0,25
35250945,female,300,0,0
35250945,male,285,0,30
35250946,female,210,5,0
35250946,male,195,5,15
35250947,female,330,5,0
35250947,male,305,5,40
35250948,female,445,10,15
35250948,male,465,10,180
35250949,female,200,0,0
35250949,male,195,5,20
35250950,female,205,0,0
35250950,male,195,5,20
35250951,female,250,10,0
35250951,male,280,10,20
35250952,female,890,10,5
35250952,male,835,5,135
35250953,female,130,0,5
35250953,male,145,0,45
35250954,female,150,5,15
35250954,male,165,5,60
35250955,female,130,10,20
35250955,male,90,5,85
35250956,female,220,10,15
35250956,male,265,10,85
35250957,female,205,5,5
35250957,male,200,10,35
35250958,female,190,5,5
35250958,male,205,10,25
35250959,female,185,5,0
35250959,male,185,5,15
35250960,female,180,0,5
35250960,male,200,5,45
35250961,female,170,5,20
35250961,male,180,5,35
35250962,female,170,0,15
35250962,male,225,0,115
35250963,female,1020,25,10
35250963,male,810,10,380
35250964,female,225,0,5
35250964,male,190,0,65
35250965,female,135,0,5
35250965,male,140,0,45
35250966,female,F,F,F
35250966,male,F,F,F
35250967,female,185,0,0
35250967,male,175,5,55
35250968,female,165,0,5
35250968,male,165,5,95
35250969,female,175,0,5
35250969,male,230,5,45
35250970,female,135,5,10
35250970,male,120,5,95
35250971,female,140,0,0
35250971,male,160,5,60
35250972,female,150,5,5
35250972,male,150,5,65
35250973,female,170,5,5
35250973,male,165,0,60
35250974,female,140,0,10
35250974,male,165,0,65
35250975,female,165,0,0
35250975,male,180,5,40
35250976,female,115,5,0
35250976,male,125,5,35
35250978,female,995,15,10
35250978,male,965,15,200
35250980,female,145,0,0
35250980,male,155,0,15
35250981,female,770,20,25
35250981,male,740,10,400
35250982,female,155,5,0
35250982,male,80,0,35
35250983,female,185,0,0
35250983,male,165,0,35
35250985,female,460,0,5
35250985,male,455,0,120
35250986,female,570,5,0
35250986,male,560,0,145
35250987,female,340,0,5
35250987,male,300,5,35
35250988,female,325,5,20
35250988,male,280,5,230
35250989,female,335,5,25
35250989,male,315,5,200
35250990,female,220,5,10
35250990,male,190,5,65
35250991,female,235,0,10
35250991,male,220,0,115
35250992,female,145,0,5
35250992,male,180,0,70
35250993,female,60,0,0
35250993,male,55,0,20
35250994,female,345,10,5
35250994,male,335,5,145
35250995,female,660,10,35
35250995,male,525,10,270
35250996,female,480,5,5
35250996,male,465,5,130
35250997,female,520,5,5
35250997,male,420,5,80
35250998,female,240,5,0
35250998,male,240,5,40
35250999,female,385,10,0
35250999,male,385,10,85
35251000,female,110,0,5
35251000,male,130,0,60
35251001,female,160,0,10
35251001,male,170,0,120
35251002,female,140,0,5
35251002,male,150,0,100
35251003,female,170,5,0
35251003,male,130,5,40
35251004,female,185,0,5
35251004,male,175,5,55
35251005,female,435,10,0
35251005,male,370,15,100
35251006,female,380,5,0
35251006,male,355,10,60
35251007,female,360,5,0
35251007,male,340,5,80
35251008,female,190,0,0
35251008,male,175,5,25
35251009,female,335,0,5
35251009,male,360,0,95
35251010,female,280,5,0
35251010,male,290,5,50
35251011,female,235,0,0
35251011,male,235,5,85
35251012,female,165,5,10
35251012,male,165,0,120
35251013,female,290,5,5
35251013,male,310,5,160
35251014,female,120,0,10
35251014,male,120,0,55
35251015,female,220,0,5
35251015,male,255,5,90
35251016,female,185,0,0
35251016,male,180,5,65
35251017,female,195,5,5
35251017,male,180,0,75
35251018,female,305,5,10
35251018,male,280,5,120
35251019,female,140,5,0
35251019,male,135,5,50
35251020,female,355,10,5
35251020,male,380,5,110
35251021,female,265,5,5
35251021,male,250,5,70
35251022,female,645,10,15
35251022,male,625,5,260
35251023,female,330,5,15
35251023,male,345,5,120
35251024,female,415,5,5
35251024,male,420,5,130
35251025,female,315,5,15
35251025,male,225,5,125
35251026,female,195,5,10
35251026,male,180,0,90
35260307,female,345,5,0
35260307,male,345,5,35
35260309,female,630,10,0
35260309,male,625,5,55
35260310,female,185,0,0
35260310,male,205,5,15
35260311,female,410,5,0
35260311,male,405,10,60
35260313,female,250,5,0
35260313,male,235,0,30
35260314,female,240,5,0
35260314,male,240,0,15
35260315,female,200,0,5
35260315,male,205,0,20
35260316,female,235,0,0
35260316,male,220,0,30
35260317,female,195,0,0
35260317,male,190,5,15
35260318,female,205,0,0
35260318,male,225,0,20
35260319,female,160,0,0
35260319,male,155,0,25
35260320,female,205,0,0
35260320,male,180,0,15
35260321,female,250,10,0
35260321,male,285,5,35
35260322,female,210,0,0
35260322,male,180,0,15
35260323,female,235,5,0
35260323,male,230,0,15
35260324,female,320,5,0
35260324,male,295,5,20
35260325,female,200,5,0
35260325,male,150,5,15
35260326,female,285,5,0
35260326,male,275,0,30
35260327,female,160,5,0
35260327,male,165,5,15
35260328,female,145,0,0
35260328,male,145,0,20
35260330,female,240,5,0
35260330,male,215,10,25
35260332,female,165,5,0
35260332,male,180,5,35
35260333,female,240,10,0
35260333,male,245,10,50
35260334,female,195,0,0
35260334,male,200,0,30
35260335,female,760,10,0
35260335,male,690,5,110
35260336,female,655,10,5
35260336,male,670,10,85
35260337,female,135,0,0
35260337,male,140,0,20
35260338,female,705,5,0
35260338,male,720,10,120
35260339,female,255,0,0
35260339,male,265,0,20
35260340,female,450,0,5
35260340,male,430,10,115
35260341,female,220,5,5
35260341,male,225,10,60
35260342,female,210,5,0
35260342,male,220,0,30
35260734,female,620,10,5
35260734,male,610,0,80
35260828,female,195,0,0
35260828,male,170,0,60
35260829,female,225,5,0
35260829,male,200,0,30
35260830,female,410,5,5
35260830,male,400,0,45
35260831,female,200,0,0
35260831,male,180,0,25
35260832,female,380,5,5
35260832,male,370,0,50
35260833,female,345,0,0
35260833,male,325,5,30
