geo_code,,less than 15 minutes,15 to 29 minutes,30 to 44 minutes,45 to 59 minutes,60 minutes and over
35250618,male,10,25,25,0,10
35250619,female,35,35,20,10,10
35250619,male,25,55,35,15,15
35250620,female,15,40,15,20,10
35250620,male,35,25,40,10,15
35250621,female,35,110,45,20,30
35250621,male,35,65,30,20,30
35250622,female,15,35,10,10,10
35250622,male,10,55,10,15,15
35250623,female,20,55,10,10,10
35250623,male,10,45,20,0,10
35250624,female,35,30,10,0,15
35250624,male,10,65,10,10,10
35250625,female,30,35,0,0,0
35250625,male,15,45,10,0,0
35250626,female,40,25,30,0,10
35250626,male,15,60,25,10,10
35250627,female,35,60,10,0,15
35250627,male,15,75,30,20,20
35250628,female,15,0,15,0,10
35250628,male,0,25,10,10,20
35250629,female,50,65,25,0,10
35250629,male,25,65,35,0,30
35250630,female,60,65,10,0,0
35250630,male,20,60,35,20,20
35250631,female,25,50,0,15,10
35250631,male,15,30,35,15,0
35250632,female,50,35,45,10,10
35250632,male,30,40,40,0,20
35250633,female,10,30,0,0,0
35250633,male,10,25,0,15,15
35250634,female,30,65,15,10,10
35250634,male,30,35,25,0,15
35250635,female,15,40,25,0,10
35250635,male,10,40,20,0,0
35250636,female,55,85,35,30,10
35250636,male,25,105,35,25,35
35250637,female,55,130,40,0,25
35250637,male,50,100,45,35,30
35250638,female,35,40,0,0,0
35250638,male,15,15,10,10,0
35250639,female,60,75,25,15,15
35250639,male,25,50,25,25,10
35250640,female,30,65,15,20,15
35250640,male,15,60,20,10,20
35250641,female,10,90,10,0,10
35250641,male,35,35,0,10,35
35250642,female,50,45,35,10,0
35250642,male,25,50,15,15,15
35250643,female,45,35,25,10,10
35250643,male,55,40,45,10,25
35250644,female,40,25,20,0,15
35250644,male,20,45,10,0,10
35250645,female,25,75,25,10,0
35250645,male,25,85,20,0,10
35250646,female,60,135,15,20,10
35250646,male,25,105,35,20,40
35250647,female,80,110,45,10,10
35250647,male,35,80,20,35,55
35250648,female,55,135,40,0,20
35250648,male,35,55,40,30,45
35250649,female,50,70,25,10,0
35250649,male,40,45,35,15,20
35250650,female,30,45,10,0,0
35250650,male,15,40,20,10,25
35250651,female,15,40,15,0,15
35250651,male,10,55,20,10,0
35250652,female,50,85,10,0,20
35250652,male,30,90,30,20,25
35250655,female,125,160,75,35,35
35250655,male,80,175,110,50,40
35250656,female,25,50,20,10,10
35250656,male,15,25,10,0,15
35250657,female,45,85,20,25,15
35250657,male,35,95,10,15,15
35250658,female,20,35,10,0,0
35250658,male,15,20,25,0,0
35250659,female,35,85,30,10,0
35250659,male,25,75,30,0,15
35250661,female,110,110,20,25,25
35250661,male,50,115,35,50,60
35250662,female,140,200,25,30,35
35250662,male,55,200,80,30,75
35250663,female,45,95,25,10,15
35250663,male,30,30,40,30,40
35250664,female,10,65,15,15,10
35250664,male,15,40,45,15,10
35250665,female,20,60,30,10,0
35250665,male,20,65,40,15,15
35250666,female,20,45,15,0,0
35250666,male,15,35,30,10,15
35250667,female,15,15,10,0,0
35250667,male,0,20,0,0,0
35250668,female,10,25,0,10,0
35250668,male,30,15,10,20,15
35250669,female,25,20,0,0,0
35250669,male,20,20,0,10,10
35250670,female,15,10,0,0,10
35250670,male,50,0,0,10,15
35250671,female,0,20,10,0,15
35250671,male,20,10,0,0,15
35250672,female,25,20,0,0,0
35250672,male,20,10,0,0,10
35250675,female,30,25,15,0,0
35250675,male,35,50,15,0,20
35250676,female,10,25,10,0,0
35250676,male,35,60,15,0,0
35250677,female,35,75,10,0,10
35250677,male,30,30,20,15,10
35250678,female,80,40,15,0,10
35250678,male,40,70,15,10,10
35250679,female,30,40,10,0,15
35250679,male,45,45,0,15,20
35250680,female,20,65,10,15,0
35250680,male,25,55,15,0,0
35250681,female,30,65,15,10,15
35250681,male,45,80,55,25,15
35250692,female,20,35,10,10,0
35250692,male,10,15,30,15,15
35250693,female,10,45,15,0,15
35250693,male,0,20,15,10,10
35250694,female,20,40,15,0,0
35250694,male,10,20,10,0,10
35250695,female,10,25,0,10,10
35250695,male,10,40,10,10,10
35250696,female,0,15,0,10,0
35250696,male,10,20,10,0,15
35250700,female,20,25,15,10,15
35250700,male,10,55,10,0,35
35250701,female,45,45,20,0,10
35250701,male,10,25,30,0,15
35250702,female,45,50,20,30,20
35250702,male,25,30,10,20,45
35250703,female,20,25,10,20,0
35250703,male,20,30,20,10,20
35250704,female,10,35,10,10,25
35250704,male,20,40,45,10,10
35250705,female,30,35,30,0,0
35250705,male,25,35,50,15,20
35250706,female,35,40,25,10,0
35250706,male,55,25,50,15,0
35250707,female,30,35,10,0,20
35250707,male,30,20,25,0,10
35250708,female,40,35,25,10,10
35250708,male,35,70,35,10,25
35250709,female,35,45,40,10,0
35250709,male,15,35,40,10,15
35250710,female,20,40,15,10,15
35250710,male,30,25,25,15,25
35250711,female,15,30,15,10,15
35250711,male,20,35,0,10,15
35250712,female,15,25,20,10,0
35250712,male,20,50,15,10,30
35250713,female,25,25,10,0,10
35250713,male,15,30,15,0,20
35250714,female,25,40,20,15,10
35250714,male,15,45,20,10,15
35250715,female,35,25,15,15,15
35250715,male,30,35,45,20,0
35250716,female,10,30,45,10,10
35250716,male,35,70,20,25,30
35250717,female,10,40,25,10,15
35250717,male,25,55,25,10,30
35250718,female,25,30,25,0,10
35250718,male,20,35,15,15,15
35250719,female,25,35,0,10,15
35250719,male,10,30,15,10,10
35250720,female,40,40,35,15,10
35250720,male,40,20,45,15,25
35250721,female,25,45,10,15,0
35250721,male,30,55,15,20,10
35250724,female,25,25,0,10,15
35250724,male,15,50,30,0,35
35250725,female,35,35,15,0,0
35250725,male,20,55,15,15,10
35250726,female,30,55,25,10,20
35250726,male,20,40,30,10,20
35250727,female,10,25,0,10,0
35250727,male,10,10,25,10,10
35250728,female,40,35,10,10,10
35250728,male,20,40,45,15,20
35250729,female,30,35,15,15,0
35250729,male,30,40,25,25,10
35250730,female,35,25,20,0,0
35250730,male,25,45,25,10,10
35250731,female,45,30,25,0,20
35250731,male,30,40,30,20,10
35250732,female,35,50,0,0,10
35250732,male,20,30,25,0,20
35250733,female,50,55,45,0,15
35250733,male,60,45,10,20,20
35250734,female,30,65,35,0,40
35250734,male,35,40,30,0,20
35250735,female,20,45,30,15,10
35250735,male,15,45,10,10,20
35250736,female,20,55,15,10,10
35250736,male,25,50,30,15,0
35250737,female,25,75,15,15,0
35250737,male,30,40,30,10,15
35250738,female,55,45,15,10,10
35250738,male,30,35,20,10,15
35250739,female,30,60,25,0,25
35250739,male,20,65,35,15,20
35250740,female,15,75,15,10,0
35250740,male,25,65,25,15,20
35250741,female,25,50,20,10,20
35250741,male,55,50,0,20,10
35250742,female,40,75,15,0,0
35250742,male,50,55,25,25,10
35250743,female,30,55,10,0,10
35250743,male,25,50,50,20,0
35250744,female,45,75,45,20,10
35250744,male,50,55,45,20,10
35250745,female,25,35,20,0,10
35250745,male,20,25,20,20,10
35250746,female,25,35,25,15,10
35250746,male,20,30,10,15,15
35250747,female,35,45,15,10,0
35250747,male,25,30,20,15,20
35250748,female,20,60,30,0,0
35250748,male,30,40,20,15,20
35250749,female,35,50,20,0,10
35250749,male,35,20,20,0,15
35250750,female,45,40,20,10,0
35250750,male,25,70,25,10,30
35250753,female,25,45,15,10,25
35250753,male,45,35,15,10,20
35250754,female,10,35,15,10,0
35250754,male,15,35,30,10,10
35250755,female,30,40,10,10,10
35250755,male,35,35,20,10,15
35250756,female,45,70,15,10,0
35250756,male,20,65,30,10,20
35250757,female,15,45,35,15,10
35250757,male,35,45,55,10,10
35250758,female,40,30,10,10,10
35250758,male,25,30,15,0,20
35250759,female,30,55,30,0,0
35250759,male,50,30,10,0,10
35250760,female,15,45,20,0,10
35250760,male,30,35,20,10,15
35250761,female,20,25,20,10,10
35250761,male,20,45,15,10,20
35250762,female,15,50,10,0,10
35250762,male,20,35,30,10,15
35250763,female,35,75,35,10,0
35250763,male,40,65,40,10,20
35250764,female,20,60,20,15,10
35250764,male,10,35,25,0,30
35250765,female,20,35,25,10,10
35250765,male,10,60,20,10,10
35250766,female,30,50,15,0,0
35250766,male,20,30,35,0,10
35250767,female,15,25,10,10,0
35250767,male,25,25,35,10,15
35250768,female,25,35,15,10,0
35250768,male,0,35,30,10,20
35250769,female,15,30,50,0,10
35250769,male,40,35,20,15,15
35250770,female,15,40,20,10,10
35250770,male,30,20,10,10,10
35250771,female,35,30,15,0,0
35250771,male,20,55,20,15,25
35250772,female,10,40,20,10,10
35250772,male,15,30,20,10,25
35250773,female,30,60,25,0,15
35250773,male,15,35,30,30,25
35250774,female,20,35,15,10,15
35250774,male,10,20,15,0,25
35250775,female,10,15,15,10,0
35250775,male,35,35,20,10,0
35250776,female,20,10,10,0,0
35250776,male,20,10,10,10,20
35250777,female,40,40,25,0,30
35250777,male,25,35,40,0,10
35250778,female,25,40,15,10,10
35250778,male,35,50,15,10,10
35250779,female,20,25,20,10,15
35250779,male,25,20,0,10,20
35250780,female,30,30,15,0,10
35250780,male,30,30,35,0,10
35250781,female,35,35,15,10,0
35250781,male,35,70,20,20,0
35250782,female,30,50,15,10,10
35250782,male,30,30,10,0,15
35250783,female,10,60,25,0,15
35250783,male,25,45,35,10,10
35250784,female,30,55,15,0,10
35250784,male,15,60,20,10,10
35250785,female,25,40,45,15,0
35250785,male,20,35,20,15,25
35250786,female,0,70,30,10,10
35250786,male,35,50,25,10,10
35250787,female,35,80,30,30,20
35250787,male,65,70,40,10,10
35250788,female,40,40,25,10,10
35250788,male,25,45,40,10,20
35250789,female,20,60,30,10,10
35250789,male,20,55,25,15,10
35250790,female,55,60,25,20,15
35250790,male,50,45,10,20,15
35250791,female,55,50,20,10,15
35250791,male,20,45,15,45,0
35250792,female,15,55,25,10,10
35250792,male,15,35,30,15,20
35250793,female,45,25,15,0,15
35250793,male,30,25,0,10,10
35250798,female,15,15,0,0,10
35250798,male,10,30,15,10,10
35250799,female,10,20,35,10,10
35250799,male,10,50,15,15,15
35250800,female,25,35,25,15,10
35250800,male,0,35,25,15,15
35250801,female,30,80,30,15,40
35250801,male,45,50,10,20,20
35250802,female,30,60,20,0,0
35250802,male,25,40,25,10,15
35250803,female,10,40,25,15,10
35250803,male,20,35,25,10,25
35250804,female,65,205,140,65,105
35250804,male,120,175,135,60,85
35250805,female,60,65,45,20,30
35250805,male,95,95,55,45,45
35250806,female,15,50,15,15,10
35250806,male,40,55,30,10,10
35250807,female,30,75,80,15,35
35250807,male,40,95,70,45,40
35250810,female,40,80,20,30,15
35250810,male,25,80,25,20,50
35250812,female,15,15,25,10,20
35250812,male,0,60,20,0,20
35250813,female,20,50,60,10,0
35250813,male,20,55,50,15,0
35250814,female,20,15,30,40,0
35250814,male,10,55,45,10,25
35250815,female,40,120,105,55,35
35250815,male,30,150,100,45,40
35250826,female,70,60,40,20,15
35250826,male,35,75,55,15,20
35250827,female,25,20,10,10,15
35250827,male,25,35,35,10,0
35250828,female,20,30,10,10,0
35250828,male,10,30,10,25,0
35250829,female,50,45,15,10,10
35250829,male,25,20,35,25,20
35250830,female,55,55,25,0,0
35250830,male,15,35,30,10,15
35250831,female,45,65,30,10,0
35250831,male,30,55,15,15,10
35250832,female,15,45,0,0,0
35250832,male,15,10,0,0,15
35250833,female,20,35,15,0,10
35250833,male,10,30,15,0,0
35250834,female,30,45,25,10,0
35250834,male,15,40,15,15,15
35250835,female,20,30,25,0,10
35250835,male,25,30,30,10,10
35250836,female,35,40,25,0,0
35250836,male,35,30,40,15,10
35250843,female,30,155,50,10,20
35250843,male,45,85,40,0,50
35250845,female,80,50,40,15,15
35250845,male,105,115,100,10,35
35250846,female,30,55,25,10,10
35250846,male,25,35,30,10,0
35250847,female,15,40,20,10,15
35250847,male,60,35,30,15,15
35250848,female,70,70,15,15,30
35250848,male,45,85,35,20,30
35250849,female,75,90,75,35,10
35250849,male,50,85,85,20,45
35250850,female,60,120,25,10,30
35250850,male,75,100,40,65,20
35250851,female,75,160,85,15,50
35250851,male,155,140,90,45,65
35250852,female,75,165,85,35,50
35250852,male,95,125,105,35,70
35250853,female,30,60,60,15,15
35250853,male,40,65,60,45,35
35250854,female,80,75,30,10,25
35250854,male,55,85,45,10,20
35250855,female,60,80,45,15,35
35250855,male,60,125,55,10,30
35250857,female,40,50,20,10,15
35250857,male,30,80,50,10,10
35250859,female,40,75,10,10,10
35250859,male,20,70,15,15,10
35250860,female,115,185,60,15,40
35250860,male,105,155,105,30,80
35250861,female,55,40,40,10,10
35250861,male,25,65,30,10,15
35250862,female,10,20,50,10,15
35250862,male,10,35,40,55,15
35250863,female,15,30,25,0,0
35250863,male,0,45,40,20,25
35250864,female,30,45,35,10,20
35250864,male,30,60,45,25,10
35250865,female,10,70,35,10,0
35250865,male,20,35,40,15,20
35250866,female,25,50,35,15,0
35250866,male,40,45,30,25,25
35250867,female,15,35,55,10,15
35250867,male,20,50,50,30,15
35250868,female,10,25,25,10,10
35250868,male,15,20,40,10,20
35250869,female,20,60,15,15,15
35250869,male,10,50,30,10,30
35250870,female,15,75,30,15,10
35250870,male,30,65,50,25,40
35250871,female,15,50,40,20,15
35250871,male,10,20,75,25,15
35250872,female,35,40,35,30,20
35250872,male,20,55,60,25,30
35250873,female,30,40,40,30,20
35250873,male,40,30,60,35,40
35250874,female,50,60,30,0,20
35250874,male,50,55,45,35,15
35250875,female,40,65,20,15,0
35250875,male,35,50,50,25,15
35250876,female,25,40,30,10,0
35250876,male,55,25,55,0,0
35250877,female,15,35,15,10,10
35250877,male,25,50,10,20,15
35250878,female,30,35,15,15,15
35250878,male,15,40,60,10,10
35250879,female,35,45,30,50,10
35250879,male,45,40,40,20,30
35250880,female,55,55,15,10,10
35250880,male,25,30,35,10,10
35250881,female,35,55,25,15,15
35250881,male,30,45,30,30,10
35250882,female,75,70,20,20,35
35250882,male,45,75,65,15,45
35250883,female,30,85,60,0,10
35250883,male,30,40,40,10,20
35250884,female,65,65,35,20,10
35250884,male,40,50,35,20,30
35250885,female,25,70,15,0,10
35250885,male,20,30,25,10,50
35250886,female,35,80,20,10,0
35250886,male,35,65,55,20,20
35250887,female,70,75,15,20,20
35250887,male,15,30,45,40,25
35250888,female,30,40,25,10,25
35250888,male,25,65,35,25,20
35250889,female,20,70,60,10,10
35250889,male,20,65,50,15,15
35250890,female,20,90,15,0,15
35250890,male,10,50,20,15,20
35250891,female,50,40,10,15,15
35250891,male,20,45,45,10,10
35250892,female,135,225,155,110,75
35250892,male,80,170,210,95,125
35250893,female,25,80,20,20,10
35250893,male,35,60,45,15,15
35250894,female,30,35,20,25,10
35250894,male,25,35,50,15,0
35250895,female,20,85,30,10,10
35250895,male,45,25,45,15,15
35250896,female,25,55,30,0,10
35250896,male,35,25,30,0,15
35250897,female,25,30,40,20,10
35250897,male,30,30,45,10,15
35250898,female,15,35,25,10,10
35250898,male,30,25,20,20,20
35250899,female,20,30,0,10,10
35250899,male,60,0,10,20,10
35250900,female,10,30,25,15,0
35250900,male,10,25,50,10,15
35250901,female,15,40,45,20,0
35250901,male,10,55,50,25,10
35250902,female,15,40,35,15,20
35250902,male,25,35,65,25,10
35250903,female,20,25,25,15,10
35250903,male,45,75,20,15,20
35250904,female,15,45,55,20,15
35250904,male,25,75,45,0,20
35250905,female,30,40,20,10,0
35250905,male,50,40,40,15,0
35250906,female,30,30,40,0,10
35250906,male,25,70,30,10,10
35250907,female,25,30,10,10,0
35250907,male,30,40,15,15,15
35250908,female,45,50,0,10,10
35250908,male,20,75,40,0,10
35250909,female,80,165,80,30,35
35250909,male,35,170,90,85,80
35250910,female,105,195,30,15,25
35250910,male,80,145,75,10,65
35250911,female,35,55,30,25,25
35250911,male,20,60,60,20,20
35250912,female,35,80,10,10,10
35250912,male,20,80,25,15,20
35250913,female,15,80,45,10,10
35250913,male,25,50,40,20,25
35250914,female,15,50,15,0,0
35250914,male,10,45,10,10,30
35250918,female,30,75,40,0,10
35250918,male,10,50,15,10,10
35250919,female,75,85,10,10,15
35250919,male,30,50,40,20,40
35250920,female,70,140,60,15,0
35250920,male,50,85,65,50,50
35250921,female,70,55,30,10,15
35250921,male,60,70,30,15,30
35250922,female,20,95,25,0,15
35250922,male,45,65,40,20,25
35250923,female,70,65,20,0,10
35250923,male,40,70,25,20,15
35250924,female,25,60,15,15,10
35250924,male,35,60,25,0,10
35250925,female,10,60,50,0,10
35250925,male,25,50,30,20,25
35250928,female,30,20,10,0,10
35250928,male,45,20,30,15,25
35250929,female,15,50,45,10,20
35250929,male,15,70,50,15,30
35250930,female,20,50,50,15,15
35250930,male,20,30,50,25,15
35250931,female,35,50,35,10,15
35250931,male,35,40,55,30,20
35250932,female,15,25,15,15,10
35250932,male,20,20,50,0,15
35250933,female,20,40,25,15,0
35250933,male,10,30,30,0,30
35250934,female,10,40,40,10,0
35250934,male,20,40,45,20,15
35250935,female,15,45,40,35,10
35250935,male,20,25,45,35,40
35250936,female,20,65,25,0,10
35250936,male,15,45,40,20,30
35250937,female,60,60,50,20,15
35250937,male,70,70,55,20,25
35250938,female,35,75,35,15,20
35250938,male,15,55,35,35,35
35250939,female,55,35,25,0,10
35250939,male,35,45,45,10,15
35250940,female,30,20,30,20,15
35250940,male,35,35,20,20,0
35250941,female,35,35,35,0,15
35250941,male,30,45,55,25,35
35250942,female,15,30,35,10,0
35250942,male,45,35,30,10,30
35250943,female,70,95,40,0,30
35250943,male,40,85,50,20,50
35250944,female,40,50,20,20,15
35250944,male,30,45,20,15,40
35250945,female,30,95,35,25,20
35250945,male,30,50,45,35,35
35250946,female,20,20,10,15,25
35250946,male,10,45,35,20,15
35250947,female,35,75,40,25,10
35250947,male,25,45,45,15,25
35250948,female,65,135,85,20,30
35250948,male,35,140,80,65,40
35250949,female,35,50,15,10,0
35250949,male,20,40,15,15,15
35250950,female,30,70,25,0,25
35250950,male,10,50,30,10,35
35250951,female,40,60,25,20,15
35250951,male,15,50,35,30,25
35250952,female,80,225,135,55,70
35250952,male,100,220,100,85,130
35250953,female,30,20,20,0,10
35250953,male,0,40,20,10,20
35250954,female,30,20,30,10,10
35250954,male,25,40,15,15,15
35250955,female,10,15,25,0,10
35250955,male,10,10,15,0,0
35250956,female,0,10,10,10,15
35250956,male,10,20,10,10,0
35250957,female,25,45,25,10,15
35250957,male,30,15,20,10,35
35250958,female,35,30,25,15,10
35250958,male,0,35,10,10,15
35250959,female,30,25,30,0,20
35250959,male,20,20,40,20,10
35250960,female,25,25,0,10,0
35250960,male,0,25,20,10,0
35250961,female,10,50,20,0,10
35250961,male,10,50,30,0,20
35250962,female,30,55,15,10,20
35250962,male,35,40,30,15,35
35250963,female,140,245,185,30,35
35250963,male,105,210,95,30,70
35250964,female,35,85,15,15,10
35250964,male,30,50,30,25,25
35250965,female,20,35,0,15,0
35250965,male,0,35,15,15,10
35250966,female,x,x,x,x,x
35250966,male,x,x,x,x,x
35250967,female,35,55,20,0,20
35250967,male,15,45,15,0,10
35250968,female,25,40,30,10,10
35250968,male,15,55,25,15,10
35250969,female,30,45,30,0,10
35250969,male,45,50,20,20,15
35250970,female,50,25,20,10,10
35250970,male,25,35,30,10,0
35250971,female,25,45,20,20,10
35250971,male,35,50,45,0,10
35250972,female,25,30,35,0,0
35250972,male,15,35,30,25,10
35250973,female,25,30,30,10,10
35250973,male,10,35,35,20,10
35250974,female,10,25,20,15,10
35250974,male,10,35,30,25,0
35250975,female,15,25,20,0,10
35250975,male,25,45,20,0,15
35250976,female,10,30,15,0,0
35250976,male,15,30,25,15,15
35250978,female,85,295,145,30,45
35250978,male,105,150,155,50,140
35250980,female,10,25,15,10,10
35250980,male,15,50,30,25,0
35250981,female,115,260,110,45,40
35250981,male,145,230,60,50,85
35250982,female,0,0,0,0,0
35250982,male,0,0,0,0,0
35250983,female,30,40,25,0,10
35250983,male,15,40,25,10,15
35250985,female,75,145,65,10,10
35250985,male,85,145,50,40,30
35250986,female,50,135,90,15,30
35250986,male,50,115,110,30,40
35250987,female,40,75,30,20,15
35250987,male,10,60,55,35,15
35250988,female,70,90,30,30,30
35250988,male,60,80,45,10,30
35250989,female,85,115,40,20,50
35250989,male,30,90,90,0,45
35250990,female,45,55,20,10,10
35250990,male,25,45,15,10,10
35250991,female,25,35,25,10,10
35250991,male,15,60,30,10,35
35250992,female,15,45,20,0,20
35250992,male,15,60,20,15,35
35250993,female,0,15,10,0,0
35250993,male,10,25,10,0,10
35250994,female,50,110,40,20,10
35250994,male,35,125,30,35,35
35250995,female,80,155,60,25,30
35250995,male,45,130,55,55,40
35250996,female,35,185,35,15,40
35250996,male,55,110,60,60,40
35250997,female,10,65,20,15,10
35250997,male,25,25,55,25,20
35250998,female,50,45,20,10,0
35250998,male,15,40,30,15,20
35250999,female,25,85,20,25,10
35250999,male,25,115,60,25,40
35251000,female,20,45,15,0,10
35251000,male,25,55,10,10,15
35251001,female,30,45,15,0,15
35251001,male,30,85,15,10,15
35251002,female,55,75,25,15,15
35251002,male,30,75,35,10,40
35251003,female,30,55,10,0,0
35251003,male,15,35,10,10,15
35251004,female,40,50,60,15,10
35251004,male,40,35,20,15,25
35251005,female,35,100,35,20,15
35251005,male,50,110,50,15,45
35251006,female,25,85,30,0,15
35251006,male,30,95,25,0,30
35251007,female,55,95,40,20,15
35251007,male,35,60,65,25,50
35251008,female,15,35,40,0,20
35251008,male,25,20,30,25,20
35251009,female,50,95,50,10,25
35251009,male,50,80,35,35,40
35251010,female,25,85,30,10,10
35251010,male,40,50,30,20,20
35251011,female,35,95,35,10,20
35251011,male,40,65,35,10,15
35251012,female,60,100,20,0,15
35251012,male,20,85,25,25,20
35251013,female,70,110,75,10,20
35251013,male,40,110,80,20,35
35251014,female,20,65,0,0,0
35251014,male,10,45,15,0,10
35251015,female,55,85,50,0,15
35251015,male,40,70,20,25,25
35251016,female,0,75,40,0,20
35251016,male,10,50,45,15,35
35251017,female,25,60,35,0,0
35251017,male,10,70,25,25,25
35251018,female,40,100,25,15,15
35251018,male,35,80,25,15,15
35251019,female,25,60,30,0,10
35251019,male,15,25,40,15,20
35251020,female,40,110,40,15,25
35251020,male,50,105,35,25,55
35251021,female,50,90,50,15,20
35251021,male,40,45,35,30,50
35251022,female,55,165,105,35,65
35251022,male,85,120,115,60,80
35251023,female,25,80,65,10,35
35251023,male,50,50,60,50,35
35251024,female,30,90,95,15,20
35251024,male,55,80,50,40,55
35251025,female,25,60,0,20,20
35251025,male,15,20,10,10,20
35251026,female,30,80,35,0,15
35251026,male,25,60,15,15,20
35260307,female,65,80,65,0,10
35260307,male,45,50,45,20,35
35260309,female,100,135,85,30,10
35260309,male,80,100,75,80,40
35260310,female,40,30,15,15,0
35260310,male,15,45,30,20,15
35260311,female,65,55,30,10,20
35260311,male,40,55,60,10,25
35260313,female,35,30,35,20,10
35260313,male,35,30,20,0,30
35260314,female,40,35,15,10,0
35260314,male,15,30,40,10,20
35260315,female,30,45,15,0,0
35260315,male,25,50,30,10,0
35260316,female,45,25,10,10,0
35260316,male,65,55,25,10,15
35260317,female,30,40,40,0,10
35260317,male,10,15,20,30,20
35260318,female,45,45,30,0,10
35260318,male,30,55,15,10,20
35260319,female,35,20,25,10,15
35260319,male,25,40,0,10,10
35260320,female,35,30,30,15,10
35260320,male,15,25,20,10,25
35260321,female,60,50,20,10,0
35260321,male,30,45,40,0,20
35260322,female,45,30,10,20,15
35260322,male,25,20,15,10,15
35260323,female,45,25,20,0,10
35260323,male,20,55,30,10,15
35260324,female,60,35,35,0,15
35260324,male,40,50,25,10,20
35260325,female,20,35,15,0,0
35260325,male,10,20,0,0,10
35260326,female,40,10,30,15,0
35260326,male,25,70,30,0,0
35260327,female,25,15,20,0,0
35260327,male,30,25,20,0,10
35260328,female,10,20,25,15,10
35260328,male,10,40,20,15,0
35260330,female,45,30,30,0,10
35260330,male,40,50,15,10,0
35260332,female,55,30,20,20,15
35260332,male,40,45,15,0,30
35260333,female,50,50,30,0,15
35260333,male,30,40,35,15,15
35260334,female,45,30,10,10,0
35260334,male,25,20,35,10,10
35260335,female,120,85,135,35,20
35260335,male,95,130,110,25,55
35260336,female,85,100,90,60,40
35260336,male,75,105,85,90,65
35260337,female,30,20,25,10,0
35260337,male,10,30,15,0,10
35260338,female,140,150,75,55,60
35260338,male,60,145,145,60,75
35260339,female,65,50,35,15,0
35260339,male,60,60,30,15,10
35260340,female,65,85,65,15,30
35260340,male,45,85,65,40,55
35260341,female,35,25,30,15,0
35260341,male,25,35,35,10,25
35260342,female,40,35,30,10,0
35260342,male,10,75,40,10,20
35260734,female,100,125,60,40,15
35260734,male,55,100,100,40,60
35260828,female,35,20,15,10,10
35260828,male,30,25,40,10,0
35260829,female,45,45,25,15,10
35260829,male,35,55,30,0,20
35260830,female,75,35,55,10,10
35260830,male,40,65,65,15,55
35260831,female,45,50,25,15,10
35260831,male,35,20,40,15,10
35260832,female,45,55,40,30,10
35260832,male,20,60,70,25,40
35260833,female,35,45,35,15,15
35260833,male,35,35,45,15,40
